,employeenumber,attrition,businesstravel,jobrole,department,joblevel,overtime,remotework,distancefromhome,numcompaniesworked,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,stockoptionlevel
1298,1299,no,travel rarely, manager ,unknown,4,no,yes,29,3,3,1,0,0,1
1299,1300,no,travel rarely, manufacturing director ,unknown,2,no,yes,2,5,2,5,0,4,3
1300,1301,no,travel rarely, laboratory technician ,unknown,2,no,no,8,7,3,1,0,0,0
1301,1302,yes,travel frequently, healthcare representative ,unknown,3,no,yes,42,3,2,1,0,0,0
1302,1303,yes,travel frequently, sales representative ,unknown,1,yes,no,5,1,3,0,0,0,0
1303,1304,no,non travel, sales executive ,unknown,3,no,yes,28,3,2,1,0,1,1
1304,1305,no,non travel, sales executive ,unknown,2,no,yes,29,5,5,0,0,0,2
1305,1306,yes,travel rarely, laboratory technician , research & development ,1,yes,yes,24,1,3,1,0,0,0
1306,1307,no,non travel, healthcare representative ,unknown,2,no,yes,10,3,4,1,0,0,1
1307,1308,no,non travel, laboratory technician ,unknown,1,no,yes,17,1,2,1,0,0,1
1308,1309,yes,travel frequently, sales representative ,unknown,1,no,yes,12,1,2,1,0,0,1
1309,1310,no,travel rarely, sales executive ,unknown,2,no,no,2,4,3,3,1,0,1
1310,1311,no,travel rarely, research scientist , research & development ,1,no,yes,1,1,0,1,0,0,0
1311,1312,no,non travel, research director ,unknown,4,no,no,14,4,3,1,0,0,1
1312,1313,no,non travel, research scientist ,unknown,1,no,yes,27,3,3,0,0,0,0
1313,1314,no,non travel, sales executive , sales ,2,no,no,8,0,3,5,1,2,0
1314,1315,no,non travel, research scientist ,unknown,1,no,no,3,1,2,1,0,0,1
1315,1316,no,non travel, sales executive , sales ,2,no,no,44,1,5,6,1,2,1
1316,1317,yes,non travel, research scientist ,unknown,1,no,yes,10,1,5,1,1,1,0
1317,1318,no,non travel, laboratory technician ,unknown,1,no,no,20,1,3,1,0,0,2
1318,1319,no,non travel, research scientist ,unknown,1,no,yes,10,3,2,1,0,0,0
1319,1320,no,non travel, manufacturing director ,unknown,3,yes,yes,1,4,4,1,0,0,0
1320,1321,no,non travel, sales representative ,unknown,1,no,no,10,1,6,1,0,0,0
1321,1322,no,non travel, healthcare representative ,unknown,2,no,yes,2,2,2,1,0,0,1
1322,1323,no,travel rarely, research scientist ,unknown,1,yes,yes,2,6,0,1,0,1,1
1323,1324,no,travel rarely, manufacturing director ,unknown,2,no,yes,8,3,3,0,0,0,1
1324,1325,yes,non travel, laboratory technician ,unknown,1,yes,no,6,1,2,0,0,0,2
1325,1326,no,non travel, laboratory technician ,unknown,1,no,no,9,1,4,1,0,0,3
1326,1327,yes,travel rarely, laboratory technician ,unknown,1,no,yes,1,1,1,1,0,0,1
1327,1328,no,travel frequently, laboratory technician ,unknown,2,no,yes,16,6,6,1,0,0,0
1328,1329,no,travel rarely, manufacturing director , research & development ,2,no,yes,2,5,4,0,0,0,0
1329,1330,no,non travel, research scientist ,unknown,1,no,yes,2,1,3,1,0,0,0
1330,1331,no,non travel, research scientist ,unknown,1,no,yes,3,1,6,0,0,0,3
1331,1332,no,non travel, sales executive ,unknown,2,no,yes,16,4,2,1,0,0,2
1332,1333,no,non travel, laboratory technician ,unknown,1,no,yes,1,0,2,3,0,2,1
1333,1334,no,travel rarely, sales executive ,unknown,4,no,yes,8,5,3,2,2,2,1
1334,1335,no,non travel, sales executive ,unknown,3,yes,no,19,1,2,10,0,9,0
1335,1336,yes,travel rarely, laboratory technician ,unknown,1,no,yes,25,1,2,1,0,1,0
1336,1337,yes,travel frequently, laboratory technician ,unknown,1,no,yes,2,9,3,1,0,0,1
1337,1338,no,travel rarely, manufacturing director ,unknown,2,no,no,8,4,2,1,0,0,1
1338,1339,yes,travel rarely, research scientist , research & development ,1,no,no,18,1,3,1,0,0,0
1339,1340,no,non travel, laboratory technician ,unknown,1,no,yes,48,1,3,1,1,0,2
1340,1341,no,non travel, healthcare representative ,unknown,3,no,no,5,2,3,6,0,4,1
1341,1342,no,non travel, research scientist ,unknown,1,no,no,20,4,2,0,0,0,2
1342,1343,no,non travel, laboratory technician ,unknown,1,no,yes,1,6,3,3,0,2,0
1343,1344,yes,non travel, sales representative ,unknown,1,yes,no,19,1,2,1,0,0,3
1344,1345,no,non travel, sales executive , sales ,3,no,yes,10,2,2,1,0,0,1
1345,1346,yes,non travel, sales representative ,unknown,1,yes,no,21,1,3,1,0,0,0
1346,1347,yes,travel rarely, laboratory technician , research & development ,1,no,no,4,1,2,1,0,0,0
1347,1348,no,travel rarely, healthcare representative ,unknown,2,no,yes,1,0,3,5,1,4,0
1348,1349,yes,travel rarely, research scientist ,unknown,1,no,no,2,4,4,1,0,0,0
1349,1350,yes,non travel, sales executive ,unknown,4,no,yes,24,4,2,1,0,0,0
1350,1351,yes,travel rarely, research scientist ,unknown,1,yes,yes,10,6,5,0,0,0,0
1351,1352,no,travel rarely, sales executive ,unknown,2,yes,no,18,1,0,9,0,7,0
1352,1353,no,non travel, research scientist ,unknown,1,no,yes,5,1,2,0,0,0,0
1353,1354,yes,non travel, research scientist ,unknown,1,yes,no,16,1,2,1,0,0,0
1354,1355,no,non travel, manager ,unknown,5,no,yes,5,6,3,1,0,0,0
1355,1356,no,travel rarely, laboratory technician , research & development ,1,no,yes,9,4,5,1,0,0,0
1356,1357,yes,travel rarely, healthcare representative ,unknown,2,no,yes,11,5,2,1,0,0,0
1357,1358,no,non travel, sales executive ,unknown,2,yes,no,3,8,1,1,0,0,0
1358,1359,yes,non travel, laboratory technician ,unknown,2,no,yes,15,7,3,1,0,0,1
1359,1360,no,travel rarely, sales representative , sales ,1,no,yes,10,1,5,1,0,0,0
1360,1361,no,non travel, sales executive ,unknown,3,no,yes,25,5,5,1,0,0,1
1361,1362,yes,travel rarely, laboratory technician , research & development ,1,no,yes,10,1,6,1,1,0,0
1362,1363,yes,travel rarely, research scientist ,unknown,1,no,no,4,9,2,10,2,7,3
1363,1364,no,non travel, sales executive , sales ,2,yes,no,10,2,5,1,0,0,3
1364,1365,yes,non travel, laboratory technician , research & development ,1,no,no,1,1,2,1,0,0,2
1365,1366,yes,non travel, sales executive ,unknown,2,yes,yes,1,3,4,0,0,0,0
1366,1367,no,non travel, research scientist ,unknown,1,no,yes,3,3,2,0,0,0,3
1367,1368,no,travel rarely, sales executive ,unknown,3,no,yes,2,7,2,1,0,0,0
1368,1369,no,non travel, laboratory technician ,unknown,2,no,no,29,4,3,1,0,0,0
1369,1370,yes,non travel, laboratory technician ,unknown,1,no,yes,8,1,0,0,0,0,0
1370,1371,no,non travel, laboratory technician ,unknown,1,yes,no,12,3,4,1,0,0,1
1371,1372,no,travel rarely, laboratory technician , research & development ,1,no,yes,1,6,2,8,1,7,1
1372,1373,no,non travel, sales representative , sales ,1,no,yes,2,1,3,1,0,0,3
1373,1374,yes,non travel, research scientist ,unknown,1,yes,yes,3,0,5,0,0,0,1
1374,1375,no,non travel, research scientist ,unknown,1,no,yes,26,2,3,0,0,0,0
1375,1376,yes,non travel, research scientist ,unknown,1,no,yes,5,6,2,1,0,0,1
1376,1377,no,travel frequently, sales executive ,unknown,2,no,no,2,5,2,0,0,0,3
1377,1378,yes,non travel, laboratory technician ,unknown,1,no,yes,17,1,3,1,0,0,1
1378,1379,no,travel frequently, research director ,unknown,3,yes,no,26,3,6,1,0,0,0
1379,1380,no,non travel, manager , research & development ,5,no,yes,4,2,2,1,0,0,1
1380,1381,no,travel rarely, laboratory technician ,unknown,1,no,yes,2,5,4,1,0,0,0
1381,1382,no,travel rarely, healthcare representative , research & development ,2,no,yes,7,1,2,6,1,0,2
1382,1383,no,non travel, research director , research & development ,5,no,yes,1,6,3,1,0,0,0
1383,1384,no,non travel, research scientist ,unknown,1,no,yes,20,0,5,1,0,0,0
1384,1385,no,non travel, research scientist ,unknown,1,no,yes,25,1,2,1,0,1,0
1385,1386,no,non travel, research scientist ,unknown,1,no,no,1,1,2,1,0,1,1
1386,1387,yes,travel frequently, sales representative ,unknown,1,yes,yes,32,1,4,1,1,0,0
1387,1388,no,non travel, research scientist ,unknown,2,yes,no,34,6,2,1,0,0,0
1388,1389,no,travel frequently, laboratory technician ,unknown,1,no,no,6,0,6,7,7,7,0
1389,1390,no,travel frequently, manager ,unknown,5,no,no,25,3,4,0,0,0,0
1390,1391,no,non travel, sales representative ,unknown,1,no,yes,11,8,4,1,0,0,1
1391,1392,no,non travel, laboratory technician ,unknown,1,no,no,1,1,5,0,0,0,0
1392,1393,yes,travel frequently, sales representative ,unknown,1,no,yes,2,7,3,1,0,0,0
1393,1394,yes,travel frequently, sales representative ,unknown,1,no,no,1,1,3,1,0,0,0
1394,1395,yes,travel rarely, research scientist ,unknown,1,no,no,8,1,3,1,0,0,0
1395,1396,no,travel rarely, laboratory technician ,unknown,1,no,no,11,0,3,5,1,4,0
1396,1397,yes,non travel, laboratory technician ,unknown,1,yes,yes,2,2,2,1,0,0,0
1397,1398,no,travel frequently, sales executive ,unknown,2,no,no,1,7,4,1,0,0,1
1398,1399,no,non travel, research scientist , research & development ,1,no,no,25,1,2,1,0,0,2
1399,1400,no,travel rarely, sales representative ,unknown,1,no,yes,26,1,3,1,0,0,1
1400,1401,yes,travel frequently, laboratory technician ,unknown,1,no,no,9,2,2,0,0,0,0
1401,1402,no,non travel, sales representative ,unknown,1,no,yes,13,1,2,1,0,0,1
1402,1403,yes,non travel, laboratory technician ,unknown,1,no,yes,2,7,2,0,0,0,0
1403,1404,no,travel rarely, research scientist ,unknown,1,no,no,1,1,2,1,0,0,1
1404,1405,no,non travel, healthcare representative ,unknown,2,no,yes,8,2,6,0,0,0,0
1405,1406,no,travel rarely, manufacturing director ,unknown,3,no,no,6,4,3,2,2,2,0
1406,1407,no,non travel, laboratory technician ,unknown,1,no,yes,2,4,3,1,0,0,1
1407,1408,no,travel rarely, research scientist ,unknown,1,no,no,9,6,2,1,0,0,2
1408,1409,no,travel rarely, laboratory technician ,unknown,1,no,no,1,1,3,3,1,2,0
1409,1410,yes,travel rarely, laboratory technician ,unknown,1,no,yes,14,1,2,1,0,0,1
1410,1411,no,non travel, research scientist ,unknown,1,no,no,13,1,4,1,0,0,0
1411,1412,no,travel rarely, research scientist ,unknown,1,no,yes,3,1,5,1,0,0,0
1412,1413,no,travel rarely, sales executive ,unknown,2,no,yes,1,6,5,1,0,0,0
1413,1414,no,non travel, manager ,unknown,5,yes,no,24,4,2,1,0,0,1
1414,1415,no,travel rarely, manager ,unknown,5,no,no,9,8,2,1,0,1,0
1415,1416,no,non travel, laboratory technician ,unknown,1,no,no,7,1,5,1,0,1,1
1416,1417,no,travel rarely, manager ,unknown,4,no,no,1,1,5,26,0,12,0
1417,1418,yes,travel frequently, sales representative , sales ,1,yes,yes,3,1,2,0,0,0,0
1418,1419,no,non travel, sales executive ,unknown,2,yes,yes,5,1,3,10,0,9,1
1419,1420,no,non travel, sales executive ,unknown,2,no,yes,5,1,2,10,0,2,2
1420,1421,no,travel rarely, sales executive ,unknown,3,no,yes,23,3,2,2,0,2,0
1421,1422,no,travel rarely, laboratory technician ,unknown,1,no,yes,4,7,5,0,0,0,1
1422,1423,yes,travel rarely, laboratory technician ,unknown,1,no,yes,2,1,2,1,0,0,0
1423,1424,no,non travel, healthcare representative ,unknown,3,no,no,1,3,2,1,0,0,1
1424,1425,yes,non travel, human resources ,unknown,1,no,yes,22,1,2,1,0,0,1
1425,1426,no,travel rarely, manufacturing director ,unknown,2,yes,yes,8,2,3,1,0,0,1
1426,1427,no,travel rarely, research scientist ,unknown,1,no,yes,21,1,2,10,0,8,1
1427,1428,no,non travel, sales executive ,unknown,2,no,yes,2,7,3,1,0,0,1
1428,1429,yes,travel rarely, sales executive , sales ,2,no,no,1,6,2,0,0,0,0
1429,1430,no,travel rarely, human resources ,unknown,3,no,yes,41,4,2,5,0,3,2
1430,1431,no,non travel, research scientist ,unknown,1,yes,no,2,0,3,5,1,2,3
1431,1432,yes,non travel, sales executive ,unknown,3,yes,yes,16,2,2,0,0,0,0
1432,1433,yes,travel rarely, sales executive ,unknown,3,no,yes,16,2,2,1,0,0,3
1433,1434,no,travel rarely, research scientist ,unknown,1,no,yes,4,1,2,1,0,0,1
1434,1435,no,non travel, healthcare representative ,unknown,2,no,no,16,3,3,7,1,7,1
1435,1436,no,travel rarely, healthcare representative ,unknown,2,no,yes,18,3,2,1,1,0,1
1436,1437,yes,non travel, research scientist ,unknown,1,yes,no,17,9,4,1,0,0,1
1437,1438,no,travel rarely, research director ,unknown,5,no,no,44,8,2,1,0,0,3
1438,1439,yes,non travel, sales representative ,unknown,1,no,yes,7,1,3,1,1,0,0
1439,1440,yes,travel rarely, laboratory technician ,unknown,1,yes,yes,45,1,6,1,0,0,0
1440,1441,no,travel rarely, human resources ,unknown,2,no,yes,8,2,4,10,4,7,0
1441,1442,no,travel rarely, healthcare representative ,unknown,2,no,no,13,5,2,0,0,0,2
1442,1443,no,non travel, research scientist ,unknown,1,no,yes,14,1,4,0,0,0,0
1443,1444,yes,travel rarely, human resources ,unknown,1,no,yes,18,0,4,1,0,0,0
1444,1445,no,travel rarely, research scientist ,unknown,2,yes,yes,2,4,2,1,0,0,1
1445,1446,no,travel frequently, sales executive ,unknown,2,no,yes,10,8,2,0,0,0,0
1446,1447,no,non travel, healthcare representative ,unknown,2,no,no,29,8,3,7,1,6,2
1447,1448,no,travel rarely, laboratory technician ,unknown,1,no,yes,8,4,3,0,0,0,0
1448,1449,no,travel rarely, human resources ,unknown,1,no,yes,6,1,3,1,0,0,0
1449,1450,yes,non travel, research scientist ,unknown,1,yes,no,24,1,3,1,1,0,0
1450,1451,no,travel rarely, sales representative , sales ,1,no,yes,3,1,3,1,0,0,1
1451,1452,yes,non travel, sales representative ,unknown,1,no,no,9,1,3,1,0,0,0
1452,1453,yes,travel rarely, research scientist , research & development ,1,no,yes,7,1,2,1,0,0,0
1453,1454,no,non travel, research scientist ,unknown,1,yes,no,1,1,3,1,1,0,1
1454,1455,no,travel rarely, healthcare representative ,unknown,2,no,yes,1,2,5,2,2,2,1
1455,1456,yes,travel frequently, sales representative , sales ,1,no,yes,24,1,3,1,0,0,0
1456,1457,yes,travel rarely, sales executive ,unknown,2,yes,yes,13,3,0,2,2,2,0
1457,1458,no,travel rarely, sales executive ,unknown,2,no,yes,11,4,3,0,0,0,1
1458,1459,no,travel rarely, manufacturing director ,unknown,2,no,yes,9,1,3,10,7,9,1
1459,1460,no,non travel, manager ,unknown,4,yes,yes,21,4,2,1,0,0,1
1460,1461,no,travel rarely, sales executive , sales ,2,no,no,12,3,4,0,0,0,2
1461,1462,yes,non travel, human resources ,unknown,1,no,no,22,1,2,1,0,0,0
1462,1463,no,travel rarely, sales representative ,unknown,1,no,yes,1,4,3,1,0,0,0
1463,1464,no,non travel, manufacturing director ,unknown,2,no,yes,5,8,1,1,0,0,0
1464,1465,no,non travel, laboratory technician ,unknown,1,no,yes,2,1,4,1,0,0,3
1465,1466,no,travel rarely, human resources ,unknown,1,no,no,2,4,3,2,1,2,0
1466,1467,no,non travel, laboratory technician , research & development ,1,no,yes,44,8,3,1,0,0,2
1467,1468,no,non travel, manager ,unknown,5,no,no,9,2,3,6,1,3,0
1468,1469,yes,non travel, sales representative ,unknown,1,no,no,9,1,3,1,1,0,1
1469,1470,no,travel rarely, human resources ,unknown,3,yes,no,26,1,2,9,1,7,0
1470,1471,no,travel rarely, sales representative ,unknown,1,yes,yes,7,0,4,11,5,7,1
1471,1472,no,non travel, research scientist ,unknown,1,no,no,16,1,3,5,1,4,0
1472,1473,no,non travel, healthcare representative ,unknown,2,no,no,1,0,5,5,0,2,1
1473,1474,yes,travel rarely, healthcare representative ,unknown,3,no,yes,23,1,3,40,15,6,1
1474,1475,no,non travel, sales executive ,unknown,3,no,yes,3,0,6,16,5,13,2
1475,1476,no,travel frequently, sales executive ,unknown,3,no,yes,1,1,5,11,4,1,1
1476,1477,no,travel rarely, manager ,unknown,5,no,yes,1,0,2,36,4,13,0
1477,1478,no,non travel, manager ,unknown,4,no,yes,2,1,2,22,0,4,0
1478,1479,no,travel rarely, healthcare representative , research & development ,3,no,yes,1,0,5,18,3,7,3
1479,1480,no,non travel, research director ,unknown,3,no,yes,15,0,3,11,2,9,1
1480,1481,no,non travel, research director ,unknown,4,no,yes,12,1,3,25,3,9,1
1481,1482,no,non travel, manufacturing director ,unknown,2,no,yes,7,1,5,13,3,12,1
1482,1483,no,travel rarely, manager , research & development ,4,no,yes,29,0,2,27,15,7,1
1483,1484,no,non travel, sales representative , sales ,1,no,no,8,0,2,2,2,2,0
1484,1485,yes,non travel, research scientist ,unknown,1,no,yes,2,6,2,3,1,2,1
1485,1486,no,travel frequently, research scientist ,unknown,1,no,no,3,3,2,2,2,2,1
1486,1487,no,non travel, research director ,unknown,5,no,yes,1,9,0,2,2,2,2
1487,1488,no,non travel, research scientist ,unknown,1,yes,yes,25,1,6,2,2,2,0
1488,1489,no,travel frequently, sales representative ,unknown,1,no,no,20,0,4,2,2,2,1
1489,1490,no,non travel, sales executive ,unknown,2,no,yes,11,1,3,5,0,2,1
1490,1491,no,non travel, manufacturing director ,unknown,2,no,yes,2,2,3,3,0,2,0
1491,1492,yes,non travel, sales executive ,unknown,2,no,yes,9,0,3,5,0,3,0
1492,1493,yes,non travel, laboratory technician , research & development ,1,no,no,15,1,5,2,2,2,1
1493,1494,no,travel rarely, healthcare representative ,unknown,2,no,no,25,7,2,6,1,3,2
1494,1495,no,travel rarely, research scientist ,unknown,1,no,no,6,1,0,4,2,2,1
1495,1496,no,travel frequently, laboratory technician ,unknown,1,no,yes,4,1,2,2,2,2,1
1496,1497,no,non travel, manager ,unknown,5,no,no,4,4,2,5,4,2,1
1497,1498,no,non travel, research scientist , research & development ,1,yes,yes,7,4,2,3,0,2,1
1498,1499,no,travel rarely, human resources ,unknown,1,no,yes,2,0,5,9,1,8,0
1499,1500,no,travel rarely, sales executive ,unknown,2,no,yes,29,1,3,12,5,7,2
1500,1501,yes,non travel, sales executive ,unknown,2,no,yes,27,1,2,10,7,7,0
1501,1502,no,non travel, manufacturing director , research & development ,2,no,no,2,2,6,7,1,7,1
1502,1503,no,non travel, manufacturing director ,unknown,3,no,no,47,9,3,7,0,2,0
1503,1504,yes,travel rarely, healthcare representative ,unknown,2,no,no,21,4,2,9,3,7,1
1504,1505,no,non travel, sales executive ,unknown,2,no,yes,48,4,3,8,5,7,2
1505,1506,no,travel frequently, sales executive ,unknown,2,no,no,2,1,5,7,7,7,1
1506,1507,yes,non travel, sales executive ,unknown,3,no,no,10,5,2,8,0,7,3
1507,1508,no,travel rarely, manager , research & development ,4,no,yes,1,2,3,19,11,16,1
1508,1509,no,travel rarely, sales executive , sales ,2,no,yes,2,0,5,8,0,7,0
1509,1510,no,non travel, research director ,unknown,3,no,no,6,9,3,13,5,7,1
1510,1511,no,travel frequently, laboratory technician ,unknown,1,no,yes,6,0,3,7,7,7,1
1511,1512,no,travel frequently, sales executive ,unknown,2,no,yes,1,1,2,7,0,7,1
1512,1513,no,travel rarely, research scientist , research & development ,1,no,yes,5,0,4,5,0,3,1
1513,1514,no,travel rarely, human resources ,unknown,2,no,yes,2,3,1,2,1,0,0
1514,1515,no,non travel, research scientist , research & development ,1,no,yes,2,0,2,2,2,2,1
1515,1516,yes,non travel, research scientist ,unknown,2,no,no,8,2,3,8,7,7,0
1516,1517,yes,non travel, research scientist ,unknown,1,yes,yes,2,5,4,3,2,2,0
1517,1518,no,travel rarely, research director ,unknown,5,no,yes,5,4,2,3,1,1,1
1518,1519,no,non travel, laboratory technician ,unknown,1,no,no,9,0,2,3,2,2,0
1519,1520,no,non travel, manufacturing director ,unknown,2,no,no,5,7,2,6,0,4,2
1520,1521,no,non travel, research scientist ,unknown,1,no,no,22,1,2,4,0,2,2
1521,1522,no,travel rarely, human resources , human resources ,1,yes,yes,2,0,5,3,1,0,1
1522,1523,no,non travel, sales executive , sales ,2,no,yes,28,7,2,2,2,2,1
1523,1524,yes,non travel, sales representative ,unknown,1,no,no,1,1,3,3,1,2,0
1524,1525,no,travel rarely, healthcare representative ,unknown,2,no,no,1,2,2,3,1,2,0
1525,1526,no,non travel, sales representative ,unknown,1,no,yes,9,1,3,3,2,2,0
1526,1527,no,travel rarely, research scientist ,unknown,1,no,no,9,0,5,2,2,2,0
1527,1528,no,non travel, research scientist , research & development ,1,no,yes,23,9,4,3,1,2,0
1528,1529,no,travel rarely, laboratory technician ,unknown,1,no,yes,1,1,2,5,0,4,1
1529,1530,no,travel rarely, healthcare representative ,unknown,3,no,no,7,8,2,5,0,0,0
1530,1531,no,travel rarely, research scientist ,unknown,1,no,yes,2,4,3,2,2,2,1
1531,1532,yes,non travel, sales executive ,unknown,2,yes,yes,37,8,3,5,0,4,0
1532,1533,no,non travel, sales executive ,unknown,2,yes,yes,32,1,2,5,0,3,1
1533,1534,no,non travel, laboratory technician ,unknown,1,no,yes,1,3,5,5,1,2,1
1534,1535,no,non travel, research director ,unknown,5,no,yes,5,4,4,4,1,2,1
1535,1536,no,non travel, sales executive ,unknown,2,no,yes,4,9,3,3,1,2,1
1536,1537,no,non travel, laboratory technician ,unknown,1,no,yes,21,7,1,3,1,2,1
1537,1538,no,travel rarely, healthcare representative ,unknown,2,yes,yes,8,4,3,5,0,2,0
1538,1539,no,travel rarely, laboratory technician ,unknown,1,no,yes,1,1,3,4,3,2,1
1539,1540,yes,travel rarely, laboratory technician ,unknown,1,no,yes,3,5,5,2,0,2,1
1540,1541,no,non travel, research scientist ,unknown,1,no,yes,10,3,3,2,0,2,2
1541,1542,no,travel rarely, healthcare representative ,unknown,4,yes,yes,33,0,2,20,4,10,0
1542,1543,yes,non travel, manager ,unknown,3,no,no,29,1,2,10,9,9,1
1543,1544,no,non travel, manager ,unknown,3,no,yes,38,7,6,7,6,2,1
1544,1545,no,travel frequently, sales executive ,unknown,2,no,yes,2,1,3,10,0,9,0
1545,1546,no,travel rarely, laboratory technician , research & development ,2,no,yes,17,3,4,10,0,8,1
1546,1547,yes,travel rarely, sales executive ,unknown,2,no,yes,4,1,0,8,7,4,0
1547,1548,no,travel rarely, sales executive ,unknown,2,no,no,7,4,3,8,7,7,1
1548,1549,no,travel frequently, laboratory technician ,unknown,1,no,no,10,0,5,8,1,7,0
1549,1550,no,travel rarely, sales executive ,unknown,2,no,yes,7,4,3,7,1,7,3
1550,1551,no,non travel, research scientist ,unknown,2,no,no,2,7,0,7,0,7,0
1551,1552,no,non travel, sales executive ,unknown,2,no,yes,10,3,6,7,0,1,0
1552,1553,no,travel frequently, laboratory technician , research & development ,2,no,no,30,1,3,9,0,0,1
1553,1554,yes,travel rarely, laboratory technician ,unknown,1,no,yes,8,1,4,7,0,7,0
1554,1555,no,non travel, sales executive , sales ,2,no,yes,12,1,3,8,0,7,1
1555,1556,no,travel rarely, sales executive ,unknown,2,yes,yes,10,1,2,7,1,7,2
1556,1557,no,non travel, research scientist ,unknown,2,no,yes,6,4,2,7,6,7,2
1557,1558,no,travel rarely, sales executive ,unknown,2,no,no,1,1,3,8,7,7,1
1558,1559,no,travel rarely, laboratory technician ,unknown,1,yes,yes,10,3,3,7,1,7,1
1559,1560,yes,non travel, sales executive ,unknown,2,no,yes,4,1,5,8,7,7,0
1560,1561,no,travel rarely, sales executive ,unknown,2,no,no,31,4,2,7,0,7,1
1561,1562,no,non travel, laboratory technician ,unknown,1,no,no,14,1,2,18,12,17,1
1562,1563,no,non travel, sales executive ,unknown,4,no,yes,6,9,0,7,7,7,3
1563,1564,no,travel rarely, sales executive , sales ,3,no,yes,1,1,2,10,0,7,1
1564,1565,no,non travel, manufacturing director ,unknown,2,no,no,18,2,5,10,0,8,1
1565,1566,no,non travel, laboratory technician ,unknown,1,no,yes,2,0,2,11,6,7,0
1566,1567,no,travel rarely, healthcare representative ,unknown,3,yes,yes,16,4,2,8,0,0,0
1567,1568,no,travel rarely, sales executive ,unknown,2,no,yes,2,2,2,9,6,7,1
1568,1569,no,travel rarely, sales executive ,unknown,2,no,no,2,0,3,8,3,7,1
1569,1570,yes,travel frequently, human resources ,unknown,1,yes,yes,17,0,2,7,1,0,1
1570,1571,no,non travel, healthcare representative ,unknown,2,yes,yes,2,2,3,8,0,7,0
1571,1572,no,non travel, sales executive ,unknown,2,no,no,21,1,3,10,5,7,0
1572,1573,no,travel rarely, sales executive ,unknown,2,no,yes,29,4,4,7,5,7,2
1573,1574,no,travel frequently, laboratory technician ,unknown,2,no,yes,9,3,3,8,4,7,1
1574,1575,no,non travel, sales executive , sales ,2,no,no,1,7,2,14,8,10,0
1575,1576,no,travel rarely, manufacturing director ,unknown,3,no,yes,3,1,2,10,7,8,1
1576,1577,no,non travel, human resources ,unknown,3,no,no,24,2,1,9,7,1,1
1577,1578,no,travel rarely, sales executive , sales ,2,no,yes,7,0,2,7,0,5,0
1578,1579,no,non travel, research scientist , research & development ,1,no,yes,1,1,5,10,2,8,1
1579,1580,no,non travel, healthcare representative ,unknown,3,no,yes,9,1,3,8,7,7,0
1580,1581,no,non travel, healthcare representative ,unknown,2,no,no,2,1,4,20,11,10,0
1581,1582,no,non travel, sales executive ,unknown,2,no,yes,10,1,2,10,0,8,0
1582,1583,no,travel rarely, healthcare representative ,unknown,2,no,no,1,0,4,9,1,8,0
1583,1584,no,travel rarely, manufacturing director ,unknown,3,no,no,1,1,3,9,0,7,0
1584,1585,no,travel rarely, research director ,unknown,3,no,no,3,3,6,7,7,7,0
1585,1586,no,non travel, sales executive ,unknown,2,no,no,14,2,2,7,1,7,0
1586,1587,no,travel frequently, manufacturing director ,unknown,3,no,yes,10,1,4,9,1,7,2
1587,1588,no,non travel, manager ,unknown,5,no,no,1,1,3,22,2,10,1
1588,1589,yes,non travel, research scientist , research & development ,1,yes,yes,1,7,4,7,3,7,0
1589,1590,no,non travel, research director , research & development ,3,no,no,8,9,2,8,0,5,1
1590,1591,no,non travel, sales executive ,unknown,2,no,no,35,7,2,8,7,7,1
1591,1592,no,travel rarely, healthcare representative ,unknown,4,no,yes,9,7,1,10,1,1,0
1592,1593,no,travel rarely, sales representative ,unknown,2,no,yes,2,0,3,8,3,1,0
1593,1594,no,non travel, sales executive ,unknown,3,no,yes,8,1,1,10,0,9,0
1594,1595,no,non travel, healthcare representative ,unknown,2,no,yes,27,4,3,8,1,1,1
1595,1596,no,non travel, manufacturing director ,unknown,2,no,no,2,6,2,15,4,12,0
1596,1597,no,non travel, healthcare representative ,unknown,2,no,yes,2,1,2,8,3,7,1
1597,1598,no,travel frequently, manager ,unknown,5,no,yes,8,1,4,24,14,9,1
1598,1599,no,travel rarely, manufacturing director ,unknown,2,no,yes,1,0,2,9,0,5,1
1599,1600,no,travel rarely, research scientist ,unknown,1,no,no,23,1,3,10,0,7,1
1600,1601,yes,non travel, sales executive ,unknown,2,no,yes,2,4,3,9,7,3,0
1601,1602,no,non travel, sales executive , sales ,2,no,no,43,1,2,8,7,5,0
1602,1603,yes,non travel, research scientist ,unknown,1,no,yes,5,1,2,8,1,7,1
1603,1604,no,non travel, research scientist ,unknown,1,yes,no,9,1,0,8,7,1,0
1604,1605,yes,non travel, laboratory technician , research & development ,1,yes,yes,2,4,1,7,1,0,1
1605,1606,no,travel rarely, sales representative ,unknown,1,no,yes,7,3,2,7,5,2,0
1606,1607,no,travel frequently, sales executive , sales ,2,no,yes,1,1,2,7,0,7,0
1607,1608,no,non travel, healthcare representative ,unknown,2,no,yes,12,0,2,9,8,5,2
1608,1609,no,non travel, manufacturing director ,unknown,2,no,yes,3,1,2,8,6,3,1
1609,1610,yes,travel rarely, sales executive ,unknown,3,no,no,3,1,6,16,3,7,1
