,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren
169,55,1973.9841269841268,26,4,1,170,3,246.74801587301585,4,5,2,,41453.67,4,18,3.0,1,1,35.0,0,3.0,10,,1,4,,1968,191324.62,
170,42,556.2566609977324,23,2,1,171,4,,2,2,3,,11681.39,1,12,3.0,4,0,20.0,2,3.0,20,,3,7,,1981,53914.11,
171,40,556.2566609977324,11,3,1,172,4,,3,2,3,4492.84,11681.39,1,11,,1,1,10.0,2,4.0,10,,9,4,4492.84,1983,,
172,56,290.03550973654063,7,2,1,173,4,,3,1,3,,6090.75,8,11,3.0,4,1,14.0,4,1.0,10,,9,8,,1967,28111.13,
173,39,1241.2936507936508,-33,1,1,174,33,,2,4,4,10025.83,26067.17,0,11,3.0,1,1,,2,2.0,20,,9,6,10025.83,1984,120310.0,
174,53,1591.6746031746031,2,4,1,175,1,198.9593253968254,2,4,4,12855.83,33425.17,2,16,3.0,3,0,,3,3.0,25,,3,7,12855.83,1970,154270.0,
175,27,1032.4872861766066,8,3,1,176,4,,3,3,3,8339.32,21682.23,1,15,3.0,4,0,9.0,0,3.0,9,,1,7,8339.32,1996,,
176,30,556.2566609977324,1,2,1,177,3,69.53208262471655,3,2,4,4492.84,11681.39,1,23,4.0,4,0,12.0,2,,12,,3,7,4492.84,1993,53914.11,
177,35,1032.4872861766066,18,5,1,178,2,,3,3,1,8339.32,21682.23,1,22,4.0,4,1,9.0,3,2.0,9,,1,8,8339.32,1988,,
178,32,635.7619047619048,1,3,1,179,1,,3,2,4,5135.0,13351.0,1,22,4.0,2,1,9.0,3,3.0,9,,7,8,5135.0,1991,61620.0,
179,30,528.8730158730159,1,1,1,180,4,,2,2,4,4271.67,11106.33,1,12,3.0,3,2,,1,,10,,3,0,4271.67,1993,51260.0,
180,46,992.436507936508,9,2,1,181,3,124.0545634920635,2,3,4,8015.83,20841.17,1,16,3.0,4,0,9.0,3,3.0,9,,4,7,8015.83,1977,96190.0,
181,30,556.2566609977324,4,2,1,182,3,,2,2,2,4492.84,11681.39,1,12,3.0,2,3,11.0,4,2.0,11,,2,7,4492.84,1993,53914.11,
182,32,516.9047619047619,6,4,1,183,2,,3,2,3,4175.0,10855.0,1,16,3.0,1,0,12.0,0,3.0,11,,5,7,4175.0,1991,,
183,35,1032.4872861766066,-37,5,1,184,3,,3,3,2,8339.32,21682.23,1,13,3.0,1,2,,3,3.0,10,,0,6,8339.32,1988,100071.84,
184,32,1032.4872861766066,8,3,1,185,2,,3,3,4,8339.32,21682.23,1,14,3.0,4,0,9.0,2,3.0,9,,3,7,8339.32,1991,100071.84,
185,41,290.03550973654063,-34,3,1,186,1,,3,1,3,,6090.75,4,12,3.0,1,1,,2,3.0,9,,1,8,,1982,28111.13,
186,40,1963.7222222222224,4,1,1,187,4,,3,5,3,15860.83,41238.17,1,14,3.0,2,1,21.0,2,3.0,20,,9,9,15860.83,1983,190330.0,
187,45,1582.7713464696226,2,2,1,188,1,,2,4,4,12783.92,33238.2,9,23,4.0,4,1,22.0,1,3.0,20,,11,8,12783.92,1978,,
188,32,1073.015873015873,4,4,1,189,4,,1,3,4,8666.67,22533.33,1,11,3.0,3,0,14.0,2,2.0,14,,9,8,8666.67,1991,104000.0,
189,30,1032.4872861766066,1,1,1,190,3,129.06091077207583,2,3,3,8339.32,21682.23,1,22,4.0,3,0,,2,3.0,11,,5,8,8339.32,1993,100071.84,
190,37,1032.4872861766066,11,3,1,191,2,,3,3,4,,21682.23,1,14,3.0,3,3,,1,3.0,10,,0,7,,1986,100071.84,
191,37,288.1666666666667,4,4,1,192,1,,3,1,4,2327.5,6051.5,4,17,3.0,3,1,13.0,2,3.0,9,,5,8,2327.5,1986,,
192,40,556.2566609977324,24,2,1,193,1,,3,2,4,4492.84,11681.39,1,17,3.0,1,2,,3,3.0,9,,4,7,4492.84,1983,,
193,36,585.4126984126984,24,4,1,194,2,,3,2,2,4728.33,12293.67,7,15,3.0,3,1,11.0,3,3.0,9,,0,8,4728.33,1987,56740.0,
194,32,556.2566609977324,7,3,1,195,4,,2,2,3,4492.84,11681.39,1,14,3.0,3,1,13.0,3,2.0,13,,4,8,4492.84,1991,53914.11,
195,38,1032.4872861766066,25,2,1,196,1,,2,3,2,,21682.23,3,17,3.0,3,1,,2,3.0,10,,0,1,,1985,100071.84,
196,30,556.2566609977324,28,2,1,197,4,,3,2,4,4492.84,11681.39,1,13,3.0,4,2,11.0,2,3.0,10,,1,9,4492.84,1993,53914.11,
197,39,1980.642857142857,1,1,1,198,2,247.5803571428572,3,5,3,,41593.5,1,14,3.0,3,1,21.0,3,3.0,21,,1,6,,1984,191970.0,
198,60,1973.9841269841268,7,3,1,199,1,,3,5,1,15943.72,41453.67,5,11,3.0,4,0,33.0,5,1.0,29,,11,10,15943.72,1963,191324.62,
199,30,867.9047619047619,22,4,1,200,3,108.48809523809524,3,3,1,7010.0,18226.0,0,11,3.0,3,0,10.0,3,3.0,9,,7,8,7010.0,1993,84120.0,
200,31,1032.4872861766066,9,1,1,201,3,,3,3,2,8339.32,21682.23,1,25,4.0,4,1,,6,4.0,13,,0,8,8339.32,1992,100071.84,
201,33,345.42857142857144,3,3,1,202,1,43.17857142857143,3,1,1,2790.0,7254.0,1,11,3.0,1,0,,3,3.0,10,,9,7,2790.0,1990,33480.0,
202,50,290.03550973654063,28,1,1,203,4,,4,1,3,2342.59,6090.75,1,11,,3,3,20.0,3,3.0,20,,3,8,2342.59,1973,,
203,32,547.7539682539682,24,4,1,204,1,68.46924603174602,3,2,4,4424.17,11502.83,1,15,,4,2,10.0,2,3.0,10,,4,7,4424.17,1991,53090.0,
204,42,556.2566609977324,29,3,1,205,2,,3,2,2,4492.84,11681.39,1,13,3.0,4,1,10.0,3,2.0,9,,7,8,4492.84,1981,,
205,49,789.6984126984128,11,3,1,206,3,,3,3,4,6378.33,16583.67,1,18,3.0,1,2,,3,4.0,9,,7,7,6378.33,1974,76540.0,
206,27,1321.4603174603176,5,1,1,207,3,,2,3,4,10673.33,27750.67,1,16,3.0,2,1,,3,3.0,9,,0,8,10673.33,1996,128080.0,
207,33,556.2566609977324,1,3,1,208,1,69.53208262471655,4,2,1,4492.84,11681.39,1,22,,1,1,9.0,5,3.0,9,,0,8,4492.84,1990,53914.11,
208,52,1582.7713464696226,-26,4,1,209,3,,2,4,4,12783.92,33238.2,3,22,4.0,3,0,31.0,3,3.0,9,,0,0,12783.92,1971,153407.07,
209,32,556.2566609977324,5,2,1,210,2,69.53208262471655,3,2,2,4492.84,11681.39,1,14,3.0,4,1,10.0,3,3.0,10,,5,3,4492.84,1991,53914.11,
210,36,679.5079365079365,14,1,1,211,3,,3,2,4,5488.33,14269.67,0,17,3.0,1,1,,2,2.0,16,,4,11,5488.33,1987,65860.0,
211,31,556.2566609977324,20,2,1,212,4,,3,2,3,4492.84,11681.39,1,13,3.0,4,1,,2,2.0,9,,0,0,4492.84,1992,53914.11,
212,36,259.8968253968254,2,4,1,213,3,32.48710317460318,3,1,3,2099.17,5457.83,4,21,4.0,3,0,,6,3.0,11,,3,9,2099.17,1987,25190.0,
213,52,1764.1825396825398,1,2,1,214,4,,3,4,4,,37047.83,2,15,3.0,2,1,26.0,2,,9,,7,8,,1971,170990.0,
214,33,1582.7713464696226,17,3,1,215,4,,3,4,3,12783.92,33238.2,1,11,3.0,4,0,10.0,2,3.0,10,,6,0,12783.92,1990,153407.07,
215,45,556.2566609977324,23,2,1,216,4,,3,2,1,4492.84,11681.39,1,15,3.0,3,1,9.0,2,3.0,9,,0,8,4492.84,1978,53914.11,
216,36,1032.4872861766066,12,5,1,217,4,129.06091077207583,2,3,4,8339.32,21682.23,0,11,3.0,2,0,15.0,2,2.0,14,,7,8,8339.32,1987,100071.84,
217,49,1353.6507936507935,8,4,1,218,4,,2,4,2,10933.33,28426.67,6,17,3.0,2,1,22.0,3,3.0,9,,2,3,10933.33,1974,131200.0,
218,29,1032.4872861766066,23,1,1,219,4,,2,3,1,8339.32,21682.23,1,13,,1,1,11.0,3,1.0,11,,3,10,8339.32,1994,100071.84,
219,29,323.03968253968253,6,1,1,220,2,,3,1,4,2609.17,6783.83,1,13,3.0,1,1,,5,3.0,10,,0,8,2609.17,1994,,
220,37,556.2566609977324,1,3,1,221,4,,2,2,4,4492.84,11681.39,1,13,3.0,2,1,14.0,2,2.0,14,,3,11,4492.84,1986,53914.11,
221,33,1032.4872861766066,10,5,1,222,4,129.06091077207583,4,3,3,,21682.23,0,14,3.0,4,2,,3,3.0,9,,0,8,,1990,100071.84,
222,34,458.50793650793656,19,3,1,223,3,,3,2,2,,9628.67,4,13,3.0,3,2,15.0,2,4.0,11,,5,10,,1989,44440.0,
223,28,688.5873015873016,1,3,1,224,3,,1,2,4,5561.67,14460.33,0,11,3.0,1,3,10.0,6,3.0,9,,7,5,5561.67,1995,,
224,31,1016.4761904761906,2,4,1,225,4,,3,3,3,,21346.0,1,19,3.0,1,1,10.0,5,2.0,10,,9,6,,1992,98520.0,
225,42,1842.801587301588,2,1,1,226,3,,3,4,3,14884.17,38698.83,0,13,,4,0,21.0,3,2.0,20,,2,10,14884.17,1981,178610.0,
226,40,556.2566609977324,2,3,1,227,3,,3,2,4,,11681.39,1,13,3.0,3,0,9.0,4,3.0,9,,8,8,,1983,53914.11,
227,34,556.2566609977324,15,2,1,228,3,,3,2,1,4492.84,11681.39,1,12,3.0,4,0,,6,4.0,10,,9,6,4492.84,1989,,
228,58,1973.9841269841268,1,3,1,229,4,,3,5,1,,41453.67,3,21,4.0,3,1,,3,3.0,9,,1,5,,1965,191324.62,
229,31,768.2380952380953,1,5,1,230,3,,4,3,2,6205.0,16133.0,1,11,3.0,1,0,,2,3.0,10,,4,7,6205.0,1992,,
230,40,1419.373015873016,8,1,1,231,4,,2,3,2,11464.17,29806.83,2,11,3.0,3,1,16.0,5,3.0,9,,4,8,11464.17,1983,137570.0,
231,53,1712.4920634920634,2,3,1,232,4,,4,4,2,13831.67,35962.33,4,12,3.0,2,0,35.0,2,2.0,9,,8,8,13831.67,1970,165980.0,
232,34,1582.7713464696226,15,3,1,233,2,197.8464183087028,3,4,1,12783.92,33238.2,7,14,3.0,4,2,16.0,3,2.0,14,,6,9,12783.92,1989,153407.07,
233,35,1032.4872861766066,16,3,1,234,4,,2,3,2,8339.32,21682.23,1,19,3.0,4,0,,3,1.0,11,,3,3,8339.32,1988,,
234,37,442.1031746031746,13,3,1,235,1,55.26289682539682,3,2,4,,9284.17,1,17,3.0,1,0,,2,3.0,10,,3,7,,1986,42850.0,
235,42,1044.5396825396826,2,3,1,236,4,,3,3,4,,21935.33,2,14,3.0,3,1,24.0,3,1.0,20,,13,9,,1981,101240.0,
236,45,1032.4872861766066,1,4,1,237,1,,3,3,2,8339.32,21682.23,1,12,3.0,1,3,,4,3.0,10,,7,7,8339.32,1978,100071.84,
237,30,1002.2380952380952,1,3,1,238,2,,2,2,1,,21047.0,1,11,3.0,4,1,,4,3.0,10,,6,7,,1993,97140.0,
238,38,1023.904761904762,14,3,1,239,3,,3,2,2,,21502.0,0,11,3.0,4,1,10.0,3,3.0,9,,7,7,,1985,99240.0,
239,50,1160.1984126984128,20,5,1,240,2,,3,4,3,,24364.17,2,15,3.0,3,1,32.0,3,3.0,30,,12,13,,1973,112450.0,
240,39,316.6428571428572,3,2,1,241,3,,2,2,3,2557.5,6649.5,0,15,3.0,4,1,,3,,10,,0,7,2557.5,1984,,
241,34,556.2566609977324,3,3,1,242,4,,3,2,2,4492.84,11681.39,1,12,3.0,3,1,11.0,2,3.0,11,,7,9,4492.84,1989,53914.11,
242,54,1582.7713464696226,22,5,1,243,2,,3,4,3,,33238.2,3,25,4.0,3,1,36.0,6,3.0,10,,4,7,,1969,153407.07,
243,41,953.436507936508,6,3,1,244,4,,3,3,3,7700.83,20022.17,1,12,3.0,2,0,,3,3.0,10,,8,7,7700.83,1982,92410.0,
244,39,667.7460317460317,1,3,1,245,4,83.46825396825396,3,2,4,5393.33,14022.67,1,15,3.0,4,1,,2,3.0,9,,5,8,5393.33,1984,64720.0,
245,40,1973.9841269841268,7,4,1,246,2,,3,5,2,15943.72,41453.67,1,14,3.0,2,0,,3,2.0,21,,12,8,15943.72,1983,191324.62,
246,33,315.1984126984127,4,3,1,247,4,,3,2,2,,6619.17,5,15,,4,2,11.0,2,2.0,9,,1,7,,1990,30550.0,
247,36,858.5158730158731,10,3,1,248,4,,3,3,1,6934.17,18028.83,7,13,3.0,4,1,15.0,1,3.0,12,,5,7,6934.17,1987,83210.0,
248,33,324.2777777777778,8,4,1,249,4,,4,1,1,,6809.83,6,19,3.0,2,1,14.0,1,3.0,10,,7,6,,1990,31430.0,
249,34,556.2566609977324,8,2,1,250,2,,4,2,3,4492.84,11681.39,1,21,4.0,3,2,10.0,5,3.0,10,,4,8,4492.84,1989,,
250,29,290.03550973654063,-46,1,1,251,4,,3,1,4,2342.59,6090.75,1,13,,2,0,,3,4.0,11,,3,10,2342.59,1994,28111.13,
251,46,885.0317460317461,2,2,1,252,4,,3,3,4,7148.33,18585.67,3,14,3.0,3,1,12.0,4,2.0,9,,4,7,7148.33,1977,85780.0,
252,27,556.2566609977324,23,1,1,253,2,,2,2,3,4492.84,11681.39,1,21,4.0,4,1,,5,3.0,9,,5,8,4492.84,1996,53914.11,
253,31,433.0238095238095,-36,3,1,254,2,,3,2,3,3497.5,9093.5,1,11,3.0,1,1,10.0,2,3.0,10,,0,2,3497.5,1992,,
254,45,556.2566609977324,25,2,1,255,2,,2,2,4,4492.84,11681.39,0,13,,4,2,10.0,2,2.0,9,,3,8,4492.84,1978,,
255,34,1020.1904761904764,1,3,1,256,1,,3,3,4,8240.0,21424.0,1,21,4.0,1,0,14.0,3,2.0,14,,2,1,8240.0,1989,98880.0,
256,31,556.2566609977324,1,3,1,257,4,69.53208262471655,1,2,1,4492.84,11681.39,1,21,,2,0,10.0,6,3.0,10,,8,7,4492.84,1992,53914.11,
257,35,556.2566609977324,7,4,1,258,3,69.53208262471655,3,2,4,4492.84,11681.39,1,11,3.0,4,0,10.0,2,3.0,10,,0,9,4492.84,1988,53914.11,
258,39,1376.452380952381,15,4,1,259,2,,3,4,1,,28905.5,0,12,3.0,1,0,21.0,3,3.0,20,,11,10,,1984,133410.0,
259,40,585.7222222222222,2,2,1,260,2,,3,2,2,4730.83,12300.17,3,14,3.0,3,1,,4,3.0,11,,5,10,4730.83,1983,,
260,30,290.03550973654063,1,2,1,261,4,,3,1,2,2342.59,6090.75,1,13,3.0,3,0,12.0,6,2.0,12,,1,7,2342.59,1993,,
261,47,1032.4872861766066,1,1,1,262,3,,3,3,2,8339.32,21682.23,0,18,3.0,1,2,14.0,3,1.0,13,,5,12,8339.32,1976,100071.84,
262,52,290.03550973654063,29,4,1,263,1,,3,1,4,2342.59,6090.75,2,15,3.0,2,2,16.0,3,,9,,0,0,2342.59,1971,28111.13,
263,49,556.2566609977324,8,1,1,264,3,,2,2,2,4492.84,11681.39,1,23,4.0,4,1,10.0,3,3.0,10,,1,7,4492.84,1974,53914.11,
264,33,300.13492063492066,-19,4,1,265,19,,3,1,3,,6302.83,1,11,3.0,3,0,,3,3.0,8,,3,0,,1990,29090.0,
265,32,290.03550973654063,2,2,1,266,4,,3,1,4,2342.59,6090.75,0,13,3.0,3,0,8.0,2,2.0,7,,3,6,2342.59,1991,28111.13,
266,38,982.84126984127,23,3,1,267,4,,2,3,3,7938.33,20639.67,0,21,4.0,2,0,,2,3.0,9,,1,8,7938.33,1985,95260.0,
267,36,556.2566609977324,27,3,1,268,3,,3,2,3,4492.84,11681.39,6,13,3.0,2,2,17.0,3,2.0,7,,7,7,4492.84,1987,53914.11,
268,42,704.1666666666666,8,4,1,269,3,,3,2,2,5687.5,14787.5,0,11,,4,1,10.0,2,3.0,9,,4,2,5687.5,1981,,
269,31,556.2566609977324,7,4,1,270,4,,3,2,4,4492.84,11681.39,3,22,4.0,4,1,,3,2.0,7,,1,7,4492.84,1992,53914.11,
270,31,456.4444444444444,8,4,1,271,3,,3,2,4,3686.67,9585.33,1,23,4.0,4,0,11.0,2,3.0,11,,1,8,3686.67,1992,44240.0,
271,51,561.3730158730159,21,4,1,272,3,,3,2,4,4534.17,11788.83,0,22,4.0,4,0,11.0,2,1.0,10,,1,0,4534.17,1972,,
272,34,626.6825396825396,7,3,1,273,1,,1,2,3,5061.67,13160.33,1,24,4.0,4,0,9.0,3,,9,,0,6,5061.67,1989,60740.0,
273,36,1032.4872861766066,11,2,1,274,2,129.06091077207583,3,3,4,8339.32,21682.23,0,14,3.0,3,1,10.0,6,3.0,9,,2,8,8339.32,1987,100071.84,
274,30,290.03550973654063,23,3,1,275,1,36.25443871706758,1,1,3,2342.59,6090.75,1,25,4.0,3,3,,2,2.0,10,,0,9,2342.59,1993,28111.13,
275,33,634.1111111111111,-12,2,1,276,12,79.26388888888889,3,2,2,,13316.33,0,13,3.0,1,1,,2,4.0,7,7.0,0,7,,1990,61460.0,
276,31,636.7936507936508,6,4,1,277,2,,1,2,3,5143.33,13372.67,4,18,3.0,2,0,,3,2.0,7,,7,7,5143.33,1992,61720.0,
277,41,1032.4872861766066,-23,1,1,278,3,129.06091077207583,3,3,3,8339.32,21682.23,3,13,3.0,3,1,,2,3.0,9,,0,7,8339.32,1982,100071.84,
278,26,290.03550973654063,25,1,1,279,3,,3,1,3,2342.59,6090.75,1,23,4.0,4,1,8.0,3,3.0,8,,5,7,2342.59,1997,,
279,32,481.6190476190477,9,2,1,280,4,,1,2,4,,10114.0,0,17,3.0,4,3,,2,4.0,8,,0,7,,1991,46680.0,
280,40,578.2936507936508,26,3,1,281,2,72.28670634920636,3,2,2,4670.83,12144.17,1,11,3.0,1,1,20.0,2,3.0,20,,2,13,4670.83,1983,56050.0,
281,53,556.2566609977324,6,2,1,282,2,69.53208262471655,3,2,3,4492.84,11681.39,2,20,4.0,4,1,13.0,3,1.0,7,,4,5,4492.84,1970,53914.11,
282,29,445.6111111111112,1,1,1,283,4,,3,2,3,3599.17,9357.83,1,13,3.0,1,1,10.0,1,3.0,10,,0,9,3599.17,1994,43190.0,
283,36,290.03550973654063,3,2,1,284,4,,3,1,2,,6090.75,4,12,,3,0,13.0,3,2.0,8,,7,2,,1987,28111.13,
284,33,290.03550973654063,14,3,1,285,4,,3,1,2,2342.59,6090.75,1,13,3.0,4,1,8.0,5,3.0,8,,1,6,2342.59,1990,28111.13,
285,51,1582.7713464696226,3,3,1,286,4,,3,4,2,,33238.2,3,18,3.0,3,0,,6,3.0,7,,1,0,,1972,153407.07,
286,27,290.03550973654063,9,3,1,287,4,36.25443871706758,3,1,2,2342.59,6090.75,1,16,3.0,4,0,,2,2.0,7,,0,3,2342.59,1996,28111.13,
287,37,367.7142857142857,21,3,1,288,2,45.96428571428572,4,1,1,2970.0,7722.0,1,12,3.0,1,1,,3,2.0,8,,1,7,2970.0,1986,35640.0,
288,38,645.9761904761905,29,3,1,289,4,,3,2,4,5217.5,13565.5,3,18,3.0,1,1,9.0,3,1.0,7,,1,7,5217.5,1985,62610.0,
289,49,702.0,18,4,1,290,4,,3,2,4,5670.0,14742.0,1,15,3.0,1,2,7.0,0,3.0,7,,1,7,5670.0,1974,68040.0,
290,27,556.2566609977324,20,3,1,291,4,69.53208262471655,3,2,3,4492.84,11681.39,1,14,3.0,4,0,7.0,2,3.0,7,,0,7,4492.84,1996,53914.11,
291,45,1032.4872861766066,6,3,1,292,4,129.06091077207583,2,3,4,8339.32,21682.23,6,12,3.0,4,0,23.0,2,3.0,19,,12,8,8339.32,1978,100071.84,
292,35,1032.4872861766066,1,3,1,293,3,,3,3,3,,21682.23,1,14,3.0,1,0,10.0,3,4.0,10,,0,8,,1988,100071.84,
293,33,290.03550973654063,2,2,1,294,1,,3,1,1,,6090.75,7,20,,1,0,13.0,3,4.0,9,,1,7,,1990,28111.13,
294,52,1973.9841269841268,2,4,1,295,1,,2,5,3,15943.72,41453.67,1,18,3.0,4,0,33.0,2,4.0,33,,15,12,15943.72,1971,191324.62,
295,40,2005.301587301588,2,2,1,296,1,,3,5,3,16196.67,42111.33,0,19,3.0,4,1,,5,3.0,21,,3,9,16196.67,1983,194360.0,
296,38,556.2566609977324,2,2,1,297,4,69.53208262471655,2,2,4,4492.84,11681.39,3,18,3.0,4,1,13.0,0,3.0,8,,7,5,4492.84,1985,53914.11,
297,46,1582.7713464696226,-27,3,1,298,27,197.8464183087028,1,4,2,12783.92,33238.2,3,12,3.0,2,1,28.0,2,2.0,7,,7,7,12783.92,1977,153407.07,
298,45,1582.7713464696226,20,2,1,299,3,,3,4,4,12783.92,33238.2,0,14,3.0,2,0,21.0,2,3.0,20,,4,10,12783.92,1978,153407.07,
299,47,1032.4872861766066,-10,4,1,300,1,,3,3,2,8339.32,21682.23,1,12,3.0,4,1,,2,2.0,10,,9,9,8339.32,1976,,
300,35,1032.4872861766066,22,3,1,301,2,,4,3,2,,21682.23,7,18,,2,1,10.0,6,2.0,7,,6,2,,1988,100071.84,
301,29,556.2566609977324,2,2,1,302,2,,3,2,4,4492.84,11681.39,1,18,3.0,1,0,,3,,10,,0,9,4492.84,1994,53914.11,
302,55,556.2566609977324,20,2,1,303,2,,3,2,4,,11681.39,3,19,,4,1,12.0,4,3.0,10,,0,8,,1968,53914.11,
303,26,601.3015873015873,-45,4,1,304,4,,2,2,4,4856.67,12627.33,1,12,3.0,2,0,,0,,8,,7,4,4856.67,1997,,
304,31,556.2566609977324,7,3,1,305,2,,4,2,4,4492.84,11681.39,4,11,3.0,2,1,10.0,3,2.0,8,,7,7,4492.84,1992,53914.11,
305,43,253.2936507936508,10,4,1,306,3,31.66170634920635,3,1,4,,5319.17,0,19,3.0,1,0,,5,3.0,8,,1,7,,1980,24550.0,
306,31,556.2566609977324,-13,3,1,307,4,,3,2,4,,11681.39,4,12,3.0,4,3,13.0,3,3.0,7,,1,7,,1992,53914.11,
307,32,521.547619047619,2,4,1,308,1,65.19345238095238,4,2,4,,10952.5,7,16,3.0,3,0,,0,2.0,7,,0,7,,1991,50550.0,
308,33,483.0634920634921,10,3,1,309,2,,2,2,4,3901.67,10144.33,3,14,3.0,3,0,,6,2.0,7,,0,1,3901.67,1990,,
309,43,542.3888888888889,10,4,1,310,3,,2,2,3,,11390.17,1,11,,2,1,9.0,3,4.0,9,,0,0,,1980,52570.0,
310,29,218.62698412698413,8,4,1,311,2,,1,1,1,1765.83,4591.17,1,11,3.0,4,0,7.0,4,2.0,7,,0,7,1765.83,1994,,
311,27,556.2566609977324,8,4,1,312,2,,3,2,2,4492.84,11681.39,1,18,3.0,1,1,8.0,3,3.0,8,,0,7,4492.84,1996,53914.11,
312,29,556.2566609977324,10,1,1,313,4,,2,2,2,4492.84,11681.39,1,14,3.0,1,2,7.0,2,3.0,7,,1,7,4492.84,1994,53914.11,
313,37,616.3650793650794,6,3,1,314,3,,4,2,1,4978.33,12943.67,4,13,3.0,1,2,13.0,2,3.0,7,,6,7,4978.33,1986,59740.0,
314,26,556.2566609977324,1,3,1,315,3,69.53208262471655,3,2,3,4492.84,11681.39,1,17,3.0,2,1,,3,3.0,8,,7,7,4492.84,1997,53914.11,
315,40,290.03550973654063,10,4,1,316,4,,4,1,3,2342.59,6090.75,3,13,3.0,3,1,,3,3.0,7,,1,7,2342.59,1983,,
316,41,556.2566609977324,4,3,1,317,1,,3,2,2,4492.84,11681.39,1,18,3.0,3,0,8.0,5,3.0,8,,7,7,4492.84,1982,53914.11,
317,51,556.2566609977324,14,2,1,318,3,,3,2,4,4492.84,11681.39,4,11,3.0,3,1,18.0,2,2.0,7,,0,7,4492.84,1972,,
318,37,313.031746031746,14,3,1,319,4,,3,1,1,,6573.67,1,12,3.0,3,1,,2,2.0,18,,12,17,,1986,30340.0,
319,56,1363.142857142857,6,3,1,320,3,,4,4,1,11010.0,28626.0,9,11,3.0,4,3,36.0,0,2.0,7,,7,7,11010.0,1967,,
320,41,865.8412698412699,1,3,1,321,2,,4,3,1,,18182.67,1,16,3.0,3,1,10.0,2,3.0,10,,0,7,,1982,83920.0,
321,46,556.2566609977324,18,3,1,322,3,,3,2,3,4492.84,11681.39,2,14,3.0,3,1,19.0,5,2.0,10,,0,8,4492.84,1977,53914.11,
322,30,290.03550973654063,2,3,1,323,3,,3,1,4,,6090.75,0,14,3.0,3,0,12.0,2,2.0,11,,6,7,,1993,28111.13,
323,35,1032.4872861766066,16,3,1,324,4,129.06091077207583,3,3,3,8339.32,21682.23,4,12,3.0,3,0,10.0,2,3.0,8,,0,0,8339.32,1988,100071.84,
324,48,417.9603174603175,2,5,1,325,2,52.24503968253968,3,2,4,3375.83,8777.17,2,14,3.0,1,1,14.0,2,3.0,9,,6,7,3375.83,1975,40510.0,
325,45,495.75396825396825,2,3,1,326,4,,3,2,2,4004.17,10410.83,0,19,3.0,2,1,,3,4.0,8,,3,7,4004.17,1978,48050.0,
326,26,282.8015873015873,17,4,1,327,2,,3,1,3,2284.17,5938.83,0,11,3.0,2,1,8.0,2,,7,,1,0,2284.17,1997,,
327,41,556.2566609977324,2,4,1,328,1,,2,2,3,,11681.39,2,17,3.0,1,0,10.0,3,3.0,8,,0,7,,1982,53914.11,
328,34,550.6428571428571,21,4,1,329,4,,4,2,4,,11563.5,1,12,3.0,4,0,10.0,3,3.0,10,,5,7,,1989,53370.0,
329,31,556.2566609977324,6,4,1,330,1,69.53208262471655,4,2,4,,11681.39,4,22,4.0,4,2,13.0,4,4.0,7,,5,7,,1992,53914.11,
330,43,556.2566609977324,9,5,1,331,4,,3,2,3,,11681.39,3,13,3.0,2,1,10.0,3,3.0,8,,4,7,,1980,53914.11,
331,53,556.2566609977324,1,1,1,332,4,,3,2,1,,11681.39,7,20,4.0,4,0,18.0,2,4.0,14,,8,10,,1970,53914.11,
332,37,973.3492063492064,3,3,1,333,3,,3,3,3,7861.67,20440.33,1,15,,3,1,,2,3.0,10,,7,8,7861.67,1986,94340.0,
333,54,1032.4872861766066,19,4,1,334,3,,3,3,2,8339.32,21682.23,2,15,,3,1,16.0,1,4.0,9,,7,1,8339.32,1969,100071.84,
334,38,556.2566609977324,7,4,1,335,4,,2,2,4,4492.84,11681.39,0,20,,1,0,,2,3.0,7,,0,5,4492.84,1985,53914.11,
335,29,290.03550973654063,1,4,1,336,2,36.25443871706758,1,1,4,2342.59,6090.75,1,18,3.0,4,1,10.0,5,3.0,10,,2,8,2342.59,1994,28111.13,
336,34,1032.4872861766066,9,3,1,337,4,129.06091077207583,2,3,2,,21682.23,1,14,3.0,2,0,9.0,3,4.0,8,,7,7,,1989,100071.84,
337,39,556.2566609977324,2,4,1,338,4,,2,2,3,4492.84,11681.39,1,11,3.0,1,0,20.0,4,3.0,20,7.0,11,10,4492.84,1984,53914.11,
338,32,556.7301587301588,10,3,1,339,4,,3,2,4,4496.67,11691.33,1,12,3.0,4,0,10.0,2,2.0,10,,0,8,4496.67,1991,53960.0,
339,38,556.2566609977324,1,4,1,340,2,,4,2,4,4492.84,11681.39,0,13,3.0,3,0,10.0,4,,9,,1,8,4492.84,1985,53914.11,
340,27,1032.4872861766066,1,2,1,341,3,129.06091077207583,3,3,1,8339.32,21682.23,1,11,3.0,4,0,9.0,3,3.0,9,,0,7,8339.32,1996,100071.84,
