,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
1445,No,travel frequently,,Marketing,M, sales executive ,,,,Part Time,,yes
1446,No,,,Life Sciences,M, healthcare representative ,Divorced,Yes,No,Part Time,,no
1447,No,travel rarely,,,M, laboratory technician ,,,No,Part Time,,yes
1448,No,travel rarely,,,M, human resources ,Married,,No,Part Time,,yes
1449,Yes,,,,M, research scientist ,,Yes,Yes,Part Time,,no
1450,No,travel rarely, Sales ,Medical,F, sales representative ,,Yes,No,, sales representative  -  sales ,yes
1451,Yes,,,,M, sales representative ,,Yes,,,,no
1452,Yes,travel rarely, Research & Development ,Life Sciences,M, research scientist ,Single,,,, research scientist  -  research & development ,yes
1453,No,,,Life Sciences,F, research scientist ,,Yes,Yes,Full Time,,no
1454,No,travel rarely,,,M, healthcare representative ,,,,Part Time,,yes
1455,Yes,travel frequently, Sales ,Technical Degree,M, sales representative ,Single,,No,Part Time, sales representative  -  sales ,yes
1456,Yes,travel rarely,,Marketing,F, sales executive ,,Yes,Yes,Part Time,,yes
1457,No,travel rarely,,,F, sales executive ,Married,,,Part Time,,yes
1458,No,travel rarely,,,M, manufacturing director ,Married,,No,Part Time,,yes
1459,No,,,,F, manager ,,,Yes,Full Time,,yes
1460,No,travel rarely, Sales ,Marketing,M, sales executive ,Divorced,,,Part Time, sales executive  -  sales ,no
1461,Yes,,,,F, human resources ,Married,Yes,No,Full Time,,no
1462,No,travel rarely,,,M, sales representative ,Single,,,,,yes
1463,No,,,Life Sciences,M, manufacturing director ,,,No,Part Time,,yes
1464,No,,,Medical,F, laboratory technician ,,Yes,,Part Time,,yes
1465,No,travel rarely,,,F, human resources ,,Yes,No,Part Time,,no
1466,No,, Research & Development ,,M, laboratory technician ,Married,,No,Part Time, laboratory technician  -  research & development ,yes
1467,No,non travel,,,M, manager ,,,,Full Time,,no
1468,Yes,,,,M, sales representative ,Married,,No,,,no
1469,No,travel rarely,,Life Sciences,F, human resources ,Single,,Yes,Part Time,,no
1470,No,travel rarely,,Technical Degree,M, sales representative ,,,Yes,,,yes
1471,No,non travel,,Medical,M, research scientist ,Single,,No,Part Time,,no
1472,No,,,Life Sciences,M, healthcare representative ,Married,Yes,No,Part Time,,no
1473,Yes,travel rarely,,Medical,F, healthcare representative ,Married,,,Part Time,,yes
1474,No,,,Life Sciences,M, sales executive ,Divorced,Yes,,Part Time,,yes
1475,No,travel frequently,,,F, sales executive ,Married,Yes,,Part Time,,yes
1476,No,travel rarely,,Medical,M, manager ,Single,Yes,,,,yes
1477,No,,,,M, manager ,,,,Full Time,,yes
1478,No,travel rarely, Research & Development ,,M, healthcare representative ,,,No,, healthcare representative  -  research & development ,yes
1479,No,,,Life Sciences,M, research director ,,,,Full Time,,yes
1480,No,,,,M, research director ,,,No,,,yes
1481,No,,,,F, manufacturing director ,Married,,No,Part Time,,yes
1482,No,travel rarely, Research & Development ,Life Sciences,M, manager ,Married,Yes,No,Full Time, manager  -  research & development ,yes
1483,No,non travel, Sales ,Life Sciences,F, sales representative ,,Yes,,Part Time, sales representative  -  sales ,no
1484,Yes,,,Life Sciences,M, research scientist ,Married,Yes,,,,yes
1485,No,travel frequently,,,M, research scientist ,,Yes,No,Full Time,,no
1486,No,,,Medical,M, research director ,,,No,,,yes
1487,No,,,,F, research scientist ,Single,Yes,Yes,Part Time,,yes
1488,No,travel frequently,,,M, sales representative ,Married,,No,Part Time,,no
1489,No,,,Marketing,M, sales executive ,Divorced,,,Part Time,,yes
1490,No,,,,M, manufacturing director ,Single,,No,Part Time,,yes
1491,Yes,,,,F, sales executive ,Single,,,Full Time,,yes
1492,Yes,, Research & Development ,Medical,M, laboratory technician ,,,No,Part Time, laboratory technician  -  research & development ,no
1493,No,travel rarely,,,F, healthcare representative ,,Yes,No,Full Time,,no
1494,No,travel rarely,,,M, research scientist ,Married,Yes,No,,,no
1495,No,travel frequently,,Other,M, laboratory technician ,Married,,,Part Time,,yes
1496,No,,,,F, manager ,Divorced,Yes,No,Full Time,,no
1497,No,, Research & Development ,Medical,F, research scientist ,,,Yes,Part Time, research scientist  -  research & development ,yes
1498,No,travel rarely,,Life Sciences,M, human resources ,,Yes,No,Full Time,,yes
1499,No,travel rarely,,Marketing,F, sales executive ,,,,Full Time,,yes
1500,Yes,,,,M, sales executive ,,,,Full Time,,yes
1501,No,non travel, Research & Development ,Medical,M, manufacturing director ,Divorced,,No,Part Time, manufacturing director  -  research & development ,no
1502,No,,,Medical,F, manufacturing director ,Single,Yes,No,Part Time,,no
1503,Yes,travel rarely,,Medical,F, healthcare representative ,Married,,No,Part Time,,no
1504,No,non travel,,,F, sales executive ,,Yes,,,,yes
1505,No,travel frequently,,Life Sciences,M, sales executive ,Married,,,,,no
1506,Yes,,,Life Sciences,F, sales executive ,,Yes,,Part Time,,no
1507,No,travel rarely, Research & Development ,,M, manager ,,Yes,,Full Time, manager  -  research & development ,yes
1508,No,travel rarely, Sales ,,F, sales executive ,Single,Yes,No,Part Time, sales executive  -  sales ,yes
1509,No,,,Medical,M, research director ,Married,Yes,No,,,no
1510,No,travel frequently,,Other,M, laboratory technician ,Married,,No,Part Time,,yes
1511,No,travel frequently,,Life Sciences,M, sales executive ,Married,,,Part Time,,yes
1512,No,travel rarely, Research & Development ,,M, research scientist ,Married,,,Part Time, research scientist  -  research & development ,yes
1513,No,travel rarely,,Human Resources,M, human resources ,,Yes,No,Full Time,,yes
1514,No,, Research & Development ,,M, research scientist ,,Yes,,Part Time, research scientist  -  research & development ,yes
1515,Yes,,,Medical,M, research scientist ,,,No,Part Time,,no
1516,Yes,,,Medical,M, research scientist ,Married,Yes,Yes,Part Time,,yes
1517,No,travel rarely,,,M, research director ,Married,Yes,,Full Time,,yes
1518,No,,,Other,M, laboratory technician ,,,No,Full Time,,no
1519,No,,,Medical,M, manufacturing director ,,Yes,No,Full Time,,no
1520,No,,,,M, research scientist ,,Yes,,Full Time,,no
1521,No,travel rarely, Human Resources ,,M, human resources ,Divorced,Yes,Yes,Part Time, human resources  -  human resources ,yes
1522,No,, Sales ,,F, sales executive ,,,,Part Time, sales executive  -  sales ,yes
1523,Yes,,,,F, sales representative ,Single,,,Part Time,,no
1524,No,travel rarely,,Medical,M, healthcare representative ,,,No,Full Time,,no
1525,No,,,,M, sales representative ,Single,,,Part Time,,yes
1526,No,travel rarely,,Life Sciences,M, research scientist ,,Yes,,Part Time,,no
1527,No,, Research & Development ,,M, research scientist ,,,No,Part Time, research scientist  -  research & development ,yes
1528,No,travel rarely,,,M, laboratory technician ,,,No,Part Time,,yes
1529,No,travel rarely,,Other,M, healthcare representative ,Single,Yes,No,Full Time,,no
1530,No,travel rarely,,,F, research scientist ,Married,,No,,,yes
1531,Yes,non travel,,Marketing,M, sales executive ,,,Yes,,,yes
1532,No,,,Marketing,F, sales executive ,Divorced,,Yes,Part Time,,yes
1533,No,,,,F, laboratory technician ,,Yes,No,Part Time,,yes
1534,No,,,Medical,M, research director ,Married,Yes,,,,yes
1535,No,,,,F, sales executive ,Married,Yes,No,Full Time,,yes
1536,No,,,,M, laboratory technician ,,Yes,,Part Time,,yes
1537,No,travel rarely,,Other,F, healthcare representative ,,,Yes,,,yes
1538,No,travel rarely,,,M, laboratory technician ,Married,Yes,No,,,yes
1539,Yes,travel rarely,,Medical,M, laboratory technician ,Married,Yes,No,Part Time,,yes
1540,No,,,Life Sciences,M, research scientist ,Married,,No,Part Time,,yes
1541,No,travel rarely,,Medical,M, healthcare representative ,Married,Yes,Yes,Full Time,,yes
1542,Yes,non travel,,Life Sciences,M, manager ,Married,,,Part Time,,no
1543,No,,,Life Sciences,F, manager ,Divorced,Yes,,,,yes
1544,No,travel frequently,,,M, sales executive ,Single,Yes,,Part Time,,yes
1545,No,travel rarely, Research & Development ,Technical Degree,M, laboratory technician ,,Yes,,, laboratory technician  -  research & development ,yes
1546,Yes,travel rarely,,,M, sales executive ,Single,,,Full Time,,yes
1547,No,travel rarely,,Technical Degree,M, sales executive ,,,,Part Time,,no
1548,No,travel frequently,,Life Sciences,F, laboratory technician ,,Yes,No,Part Time,,no
1549,No,travel rarely,,Marketing,M, sales executive ,,Yes,,,,yes
1550,No,,,Medical,F, research scientist ,Single,Yes,,Part Time,,no
1551,No,,,,M, sales executive ,,,No,,,yes
1552,No,travel frequently, Research & Development ,Life Sciences,F, laboratory technician ,Divorced,Yes,No,, laboratory technician  -  research & development ,no
1553,Yes,travel rarely,,,M, laboratory technician ,,Yes,,,,yes
1554,No,, Sales ,,F, sales executive ,,Yes,No,Part Time, sales executive  -  sales ,yes
1555,No,travel rarely,,,F, sales executive ,Divorced,Yes,Yes,,,yes
1556,No,,,Medical,M, research scientist ,Divorced,,,Full Time,,yes
1557,No,travel rarely,,,M, sales executive ,,Yes,,Part Time,,no
1558,No,travel rarely,,Life Sciences,F, laboratory technician ,Married,Yes,Yes,Part Time,,yes
1559,Yes,,,,M, sales executive ,,,No,Part Time,,yes
1560,No,travel rarely,,,F, sales executive ,,,No,Part Time,,no
1561,No,,,,F, laboratory technician ,,,No,Full Time,,no
1562,No,,,Life Sciences,F, sales executive ,Married,Yes,No,Full Time,,yes
1563,No,travel rarely, Sales ,Marketing,M, sales executive ,Married,,,Part Time, sales executive  -  sales ,yes
1564,No,,,Medical,F, manufacturing director ,,Yes,No,,,no
1565,No,non travel,,,F, laboratory technician ,Single,Yes,,Part Time,,yes
1566,No,travel rarely,,Life Sciences,M, healthcare representative ,,,Yes,Part Time,,yes
1567,No,travel rarely,,,F, sales executive ,Married,,No,Part Time,,yes
1568,No,travel rarely,,Other,M, sales executive ,,,No,Part Time,,no
1569,Yes,travel frequently,,Life Sciences,F, human resources ,,Yes,Yes,Part Time,,yes
1570,No,,,Other,F, healthcare representative ,Single,Yes,Yes,Part Time,,yes
1571,No,,,,M, sales executive ,Single,,,Part Time,,no
1572,No,travel rarely,,Medical,M, sales executive ,Divorced,Yes,No,Part Time,,yes
1573,No,travel frequently,,,M, laboratory technician ,Divorced,Yes,,Part Time,,yes
1574,No,, Sales ,,F, sales executive ,Single,Yes,,Part Time, sales executive  -  sales ,no
1575,No,travel rarely,,Other,M, manufacturing director ,Married,,No,Part Time,,yes
1576,No,,,,M, human resources ,,Yes,,Part Time,,no
1577,No,travel rarely, Sales ,Marketing,F, sales executive ,,,No,Part Time, sales executive  -  sales ,yes
1578,No,, Research & Development ,Life Sciences,M, research scientist ,Divorced,Yes,,, research scientist  -  research & development ,yes
1579,No,,,Medical,F, healthcare representative ,,,,,,yes
1580,No,,,Technical Degree,F, healthcare representative ,Single,,No,Part Time,,no
1581,No,,,Marketing,M, sales executive ,,,,,,yes
1582,No,travel rarely,,Life Sciences,F, healthcare representative ,,Yes,,Part Time,,no
1583,No,travel rarely,,Life Sciences,F, manufacturing director ,Married,,,Part Time,,no
1584,No,travel rarely,,Life Sciences,F, research director ,Single,,,Full Time,,no
1585,No,,,Marketing,M, sales executive ,Single,,,Part Time,,no
1586,No,travel frequently,,,M, manufacturing director ,,Yes,No,Part Time,,yes
1587,No,,,,M, manager ,,Yes,No,Full Time,,no
1588,Yes,, Research & Development ,,F, research scientist ,,,Yes,Part Time, research scientist  -  research & development ,yes
1589,No,, Research & Development ,,F, research director ,Married,Yes,,Full Time, research director  -  research & development ,no
1590,No,,,Marketing,M, sales executive ,Divorced,Yes,No,Part Time,,no
1591,No,travel rarely,,,M, healthcare representative ,Married,,No,Full Time,,yes
1592,No,travel rarely,,,M, sales representative ,Single,,No,Full Time,,yes
1593,No,non travel,,,M, sales executive ,Single,Yes,,Part Time,,yes
1594,No,,,Medical,F, healthcare representative ,Married,,No,Part Time,,yes
1595,No,,,Life Sciences,F, manufacturing director ,Single,,,Full Time,,no
1596,No,,,Medical,F, healthcare representative ,,Yes,No,Part Time,,yes
1597,No,travel frequently,,,M, manager ,,,No,Full Time,,yes
1598,No,travel rarely,,Other,F, manufacturing director ,,,,Part Time,,yes
1599,No,travel rarely,,,M, research scientist ,Married,,,Part Time,,no
1600,Yes,,,Medical,M, sales executive ,Single,Yes,,,,yes
1601,No,, Sales ,,F, sales executive ,,Yes,,Part Time, sales executive  -  sales ,no
1602,Yes,,,Medical,F, research scientist ,Married,,,Part Time,,yes
1603,No,,,,M, research scientist ,,,Yes,Part Time,,no
1604,Yes,, Research & Development ,Life Sciences,F, laboratory technician ,Divorced,,Yes,Part Time, laboratory technician  -  research & development ,yes
1605,No,travel rarely,,,M, sales representative ,,,,Part Time,,yes
1606,No,travel frequently, Sales ,Medical,M, sales executive ,,Yes,,Part Time, sales executive  -  sales ,yes
1607,No,,,Medical,F, healthcare representative ,,,,Part Time,,yes
1608,No,,,Medical,F, manufacturing director ,Married,,,Full Time,,yes
1609,Yes,travel rarely,,Life Sciences,M, sales executive ,Married,Yes,,Full Time,,no
1610,No,non travel,,,M, laboratory technician ,,,,Part Time,,yes
1611,No,travel rarely,,,M, sales executive ,Single,,No,Part Time,,yes
1612,No,non travel,,Technical Degree,M, sales executive ,Divorced,,No,Part Time,,yes
1613,No,,,Medical,M, manufacturing director ,,Yes,,Full Time,,no
1614,No,,,Life Sciences,M, sales executive ,Married,Yes,,,,yes
1615,No,travel rarely, Human Resources ,Medical,M, human resources ,Married,Yes,,Part Time, human resources  -  human resources ,no
1616,No,travel rarely,,,F, sales executive ,,Yes,No,Part Time,,yes
1617,Yes,travel rarely,,,F, sales executive ,Single,Yes,Yes,Part Time,,no
1618,No,,,Life Sciences,F, sales representative ,Single,,Yes,,,yes
1619,No,travel rarely,,,F, sales executive ,Married,Yes,Yes,,,yes
1620,Yes,travel rarely, Research & Development ,Other,F, research scientist ,Single,,No,Part Time, research scientist  -  research & development ,no
1621,No,,,Marketing,M, sales representative ,Married,,No,Part Time,,yes
1622,No,travel rarely,,Medical,M, manufacturing director ,Divorced,,,Part Time,,yes
1623,No,travel rarely, Sales ,,F, sales executive ,,,Yes,Part Time, sales executive  -  sales ,no
1624,No,travel rarely,,,F, manufacturing director ,Single,Yes,No,Part Time,,no
1625,Yes,travel rarely,,,M, research scientist ,Single,Yes,No,Part Time,,no
1626,No,,,,F, research director ,,,Yes,Full Time,,yes
1627,No,travel rarely,,,F, laboratory technician ,Single,,,Part Time,,no
1628,Yes,travel frequently,,,F, sales representative ,Single,,No,Part Time,,yes
1629,No,,,,M, research director ,,,,Part Time,,yes
1630,Yes,non travel,,Life Sciences,M, manager ,Married,,,,,yes
1631,No,travel rarely,,,M, research scientist ,Married,,No,,,yes
1632,No,,,Other,M, laboratory technician ,,,No,Full Time,,yes
1633,No,,,Medical,F, healthcare representative ,Married,,No,Part Time,,yes
1634,No,,,,F, sales executive ,Single,Yes,No,Part Time,,yes
1635,No,,,,F, sales representative ,Married,Yes,,Part Time,,yes
1636,No,, Research & Development ,Technical Degree,M, laboratory technician ,,,,Part Time, laboratory technician  -  research & development ,no
1637,No,travel rarely,,Life Sciences,M, healthcare representative ,,,Yes,Part Time,,yes
1638,No,travel rarely,,,F, sales executive ,Married,,No,Part Time,,yes
1639,Yes,travel frequently, Research & Development ,Life Sciences,M, laboratory technician ,,Yes,,Part Time, laboratory technician  -  research & development ,yes
1640,No,travel rarely, Sales ,Life Sciences,M, sales executive ,,,Yes,Part Time, sales executive  -  sales ,yes
1641,No,,,,M, laboratory technician ,,Yes,No,Full Time,,yes
1642,Yes,travel rarely,,,M, sales executive ,Single,,,,,yes
1643,No,travel rarely,,Medical,M, healthcare representative ,,,No,Full Time,,no
1644,No,,,Medical,M, laboratory technician ,Married,Yes,Yes,,,yes
1645,Yes,travel rarely,,Medical,F, healthcare representative ,Married,,,Part Time,,yes
1646,No,, Research & Development ,Other,M, laboratory technician ,Divorced,Yes,,Part Time, laboratory technician  -  research & development ,yes
1647,Yes,non travel,,Marketing,M, sales executive ,,,Yes,,,yes
1648,Yes,travel frequently,,,M, manufacturing director ,,Yes,,Full Time,,no
1649,No,travel rarely,,Life Sciences,F, manufacturing director ,Divorced,Yes,No,,,no
1650,Yes,,,,F, sales representative ,,,Yes,Part Time,,no
1651,No,,,,M, manufacturing director ,Single,Yes,No,Full Time,,yes
1652,No,,,,M, laboratory technician ,Single,Yes,No,Full Time,,yes
1653,No,,,,M, manufacturing director ,,,No,,,yes
1654,No,travel rarely, Research & Development ,,M, healthcare representative ,Married,Yes,No,Full Time, healthcare representative  -  research & development ,yes
1655,No,,,Life Sciences,M, research scientist ,,Yes,No,Part Time,,yes
1656,No,,,,F, manager ,Married,,No,Full Time,,yes
1657,No,travel rarely,,Other,M, sales executive ,,,No,Part Time,,no
1658,No,travel rarely, Research & Development ,Life Sciences,F, laboratory technician ,,,No,, laboratory technician  -  research & development ,yes
1659,No,travel rarely,,Life Sciences,M, human resources ,,Yes,No,Full Time,,yes
1660,Yes,travel rarely,,Life Sciences,M, sales representative ,Single,Yes,No,Part Time,,no
1661,Yes,,,,M, laboratory technician ,Single,,No,Part Time,,yes
1662,No,,,Life Sciences,M, laboratory technician ,Divorced,Yes,No,Part Time,,no
1663,No,,,,M, research scientist ,,,No,Part Time,,yes
1664,No,travel rarely,,Medical,M, manager ,Single,Yes,,,,yes
1665,No,travel rarely,,Life Sciences,F, manufacturing director ,,,No,Part Time,,yes
1666,No,,,Life Sciences,M, manufacturing director ,,,,Part Time,,no
1667,No,travel rarely, Research & Development ,Life Sciences,M, research scientist ,Divorced,,,Part Time, research scientist  -  research & development ,yes
1668,No,,,,M, manufacturing director ,,Yes,No,Part Time,,yes
1669,No,travel rarely,,Life Sciences,F, research scientist ,Single,Yes,,Full Time,,no
1670,No,,,Medical,M, research scientist ,Married,,,Part Time,,no
1671,No,,,Medical,F, healthcare representative ,,,,Part Time,,yes
1672,No,travel rarely,,,M, sales executive ,Single,,No,Part Time,,no
1673,No,,,Medical,F, research scientist ,Single,,,,,yes
1674,No,,,,F, manager ,Married,Yes,No,Full Time,,no
1675,No,travel rarely,,,M, research scientist ,,,No,Part Time,,no
1676,No,travel rarely,,Life Sciences,F, manufacturing director ,Divorced,,Yes,Part Time,,yes
1677,No,,,Life Sciences,F, research scientist ,Single,Yes,Yes,Part Time,,no
