,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
1146,No,,,,1, SalEs eXEcuTiVE ,,Y,,Part Time,,False
1147,No,travel_rarely,,,0, rESeArcH sCiEntIsT ,Divorced,,No,Part Time,,False
1148,No,,,,0, ResEArch sCIEntIst ,Divorced,Y,,,,Yes
1149,Yes,,,Life Sciences,0, salES ExecUtIve ,,Y,Yes,,,True
1150,No,travel_frequently, Human Resources ,Other,0, Human REsouRCeS ,,Y,Yes,Part Time, Human REsouRCeS  -  Human Resources ,0
1151,No,,,,1, manuFacTurING DIrector ,Single,Y,Yes,Part Time,,False
1152,No,,,,0, LaboRAtOry tecHniciAn ,Single,,No,Part Time,,1
1153,No,,,Other,0, LAborAtory TeCHNICIAN ,,Y,,Part Time,,1
1154,No,,,Life Sciences,0, sAleS RePReSEntATIVe ,,,No,,,1
1155,No,travel_rarely,,Medical,0, laBOrATorY tEcHNIciAN ,Married,Y,Yes,Part Time,,True
1156,No,, Research & Development ,,0, rESeArcH sCientIST ,,,No,Full Time, rESeArcH sCientIST  -  Research & Development ,1
1157,No,travel_rarely,,,1, LAboRAtorY TEcHnician ,Single,,,Part Time,,False
1158,No,,,,0, sAles RePRESEntatIve ,,Y,,Part Time,,Yes
1159,No,travel_rarely, Sales ,Medical,0, SAlES RepreSENtATiVe ,Single,,,Part Time, SAlES RepreSENtATiVe  -  Sales ,True
1160,No,,,Life Sciences,1, ManuFacTURInG DiReCtOr ,,Y,No,Part Time,,True
1161,Yes,travel_rarely,,,0, rESEARcH scIentIST ,Marreid,Y,,Full Time,,Yes
1162,No,travel_rarely,,Technical Degree,0, ResEArCH Scientist ,,,No,Part Time,,True
1163,No,travel_rarely,,,0, reSearCH sCIentIst ,,Y,No,Part Time,,Yes
1164,No,travel_frequently,,Life Sciences,0, HEAlTHCarE REPResEnTaTIve ,,,,Part Time,,0
1165,Yes,travel_rarely, Sales ,Marketing,0, SAles execUTIve ,,Y,,, SAles execUTIve  -  Sales ,Yes
1166,No,,,Other,1, Sales rePrEsenTaTivE ,Single,Y,No,Part Time,,Yes
1167,No,travel_frequently,,Medical,0, lABoratOrY tEcHnICiAN ,,Y,No,Part Time,,False
1168,No,travel_rarely,,Life Sciences,0, MAnUfACTurING dirEcTor ,,Y,Yes,,,0
1169,No,,,Medical,0, lAboRAtoRy TEcHNiCiaN ,,,No,Part Time,,0
1170,No,,,Life Sciences,1, ReSeaRCH ScIEnTISt ,Married,,Yes,Full Time,,Yes
1171,No,, Research & Development ,Medical,0, RESEArch SCIEnTISt ,Single,,No,Part Time, RESEArch SCIEnTISt  -  Research & Development ,True
1172,No,travel_rarely, Research & Development ,Technical Degree,0, labOrATOry TEchnIcIaN ,,Y,,Part Time, labOrATOry TEchnIcIaN  -  Research & Development ,Yes
1173,No,,,,0, rEseaRch sCieNTIsT ,Divorced,Y,,,,1
1174,No,travel_rarely,,Life Sciences,0, reseaRCH ScIenTisT ,,,No,Part Time,,Yes
1175,No,travel_frequently,,,1, lABoraTOry TEchniciAN ,Single,Y,,Part Time,,Yes
1176,No,,,Medical,1, research sCiEntiSt ,,,,Full Time,,1
1177,No,,,,0, lABOraTory tEchniCiAN ,Married,Y,,Part Time,,Yes
1178,No,travel_rarely,,Medical,0, MANuFacturIng DIrectOr ,Divorced,,,Part Time,,Yes
1179,No,,,Technical Degree,1, HEALThCARe REPReSENTatIvE ,,Y,Yes,,,1
1180,No,,,,0, heAlthCAre REPResenTaTive ,Single,Y,,Full Time,,Yes
1181,No,,,Medical,1, rESeARCh scIentiST ,Married,,No,,,False
1182,No,,,,1, ReSeARcH dIreCTor ,,Y,No,Full Time,,False
1183,Yes,, Sales ,Medical,0, sALes ExEcUTIVe ,Divorced,Y,No,, sALes ExEcUTIVe  -  Sales ,False
1184,Yes,,,,1, SALEs EXECuTiVE ,,,,Part Time,,1
1185,No,,,,0, rESEarCh dIRECToR ,Married,,No,,,1
1186,No,travel_rarely,,,1, HEaLTHcaRE rePrESEntaTivE ,,Y,No,Part Time,,True
1187,No,,,Life Sciences,0, REseArCH DIrecTOr ,,Y,No,Full Time,,0
1188,No,travel_rarely,,Medical,0, hUmaN reSOuRCeS ,Divorced,,,,,1
1189,No,travel_frequently, Research & Development ,,0, REsEARch sCIenTIsT ,Single,,,Part Time, REsEARch sCIenTIsT  -  Research & Development ,1
1190,No,travel_rarely,,,1, resEARCh SCiENTiST ,,,,,,True
1191,No,,,,0, ResEarch ScIenTIst ,,,Yes,Full Time,,1
1192,Yes,,,Life Sciences,0, SALeS execUtivE ,Married,Y,,Part Time,,True
1193,No,travel_frequently,,Technical Degree,1, sALES REprEsEntATive ,,Y,No,Part Time,,False
1194,No,, Research & Development ,,0, RESeARch ScIeNtisT ,Married,Y,,Part Time, RESeARch ScIeNtisT  -  Research & Development ,0
1195,No,,,,0, SaLEs eXeCUtivE ,Divorced,Y,No,,,Yes
1196,No,travel_rarely,,Life Sciences,1, saleS RePreSeNtatIve ,Married,Y,Yes,Part Time,,False
1197,No,travel_rarely,,Medical,0, REsEarcH DIReCTOR ,Marreid,,,Full Time,,0
1198,Yes,,,,0, LAboRATory tEChnicIAN ,,Y,No,Part Time,,False
1199,No,travel_frequently, Research & Development ,Life Sciences,0, rEseARCH ScIeNtIST ,Divorced,Y,Yes,, rEseARCH ScIeNtIST  -  Research & Development ,0
1200,Yes,,,,1, lAboratOrY TeChnICiAn ,Married,,,,,True
1201,No,,,Medical,1, reSearCh SCIeNtisT ,Marreid,Y,Yes,Part Time,,1
1202,No,travel_rarely,,,0, reseaRCh sCiEnTISt ,Single,Y,No,,,False
1203,No,travel_rarely,,Marketing,0, saLeS RePRESEntatIvE ,Single,Y,,Part Time,,Yes
1204,No,,,,1, sALeS EXEcutive ,Divorced,,No,Part Time,,False
1205,Yes,,,,1, RESEArCH SciENtIST ,,,,Part Time,,True
1206,No,,,,1, SaleS EXeCutiVe ,Single,Y,No,Part Time,,False
1207,No,travel_rarely, Research & Development ,Medical,1, ManAGEr ,,,Yes,Full Time, ManAGEr  -  Research & Development ,False
1208,No,travel_rarely,,,0, mANUFACtuRIng DIRECtor ,Married,,Yes,Part Time,,True
1209,No,travel_rarely,,,0, REsEArch ScieNtISt ,,Y,No,,,0
1210,No,,,Life Sciences,0, sALEs EXEcUtiVE ,,,,,,0
1211,No,, Research & Development ,Technical Degree,0, LaBoratory TECHnICIAn ,,,,Part Time, LaBoratory TECHnICIAn  -  Research & Development ,False
1212,No,,,Life Sciences,1, reSEaRCh SCIEnTiSt ,Married,,No,,,True
1213,Yes,travel_rarely,,Medical,0, lAbOrAtOrY tEChNiCiAN ,Married,Y,,Part Time,,0
1214,No,, Sales ,,1, saLES exEcutivE ,Single,,,Part Time, saLES exEcutivE  -  Sales ,True
1215,No,travel_frequently, Research & Development ,Medical,1, LABorATory TecHnIcIaN ,Married,,,Part Time, LABorATory TecHnIcIaN  -  Research & Development ,0
1216,No,travel_rarely,,,0, REseARcH DiRectOr ,,Y,,Full Time,,1
1217,Yes,travel_frequently,,Life Sciences,0, LaBorATORy TeChNiCiAN ,,Y,,Part Time,,False
1218,No,,,Life Sciences,0, sALeS ExEcUTiVe ,,Y,,Part Time,,0
1219,Yes,travel_rarely, Human Resources ,,1, HumAN REsourceS ,Married,Y,Yes,Part Time, HumAN REsourceS  -  Human Resources ,Yes
1220,No,travel_rarely,,Medical,1, rESearcH sCientist ,Married,Y,No,,,False
1221,No,travel_frequently,,,0, hUMaN rESouRces ,,,No,Part Time,,True
1222,Yes,travel_frequently, Research & Development ,,1, reseaRCh SCIentIst ,,Y,Yes,Part Time, reseaRCh SCIentIst  -  Research & Development ,0
1223,No,,,,1, HeaLTHcare RePrESENtATIVe ,,,No,,,Yes
1224,Yes,, Research & Development ,,0, LaBOrAToRy teChNiciAn ,,,No,Part Time, LaBOrAToRy teChNiciAn  -  Research & Development ,Yes
1225,No,,,Medical,0, labOrATORy tEChNiCiaN ,Divorced,,,,,0
1226,Yes,travel_rarely,,,0, lAbOratOry teChnIcIan ,Single,,Yes,,,True
1227,No,travel_rarely,,Medical,1, lAboRAtoRY TeCHNiCIAN ,,Y,,,,True
1228,No,travel_rarely,,Life Sciences,0, LaboRAtory tECHnicIAn ,Divorced,Y,,,,True
1229,No,,,,0, LAboraTORy TeCHNicIan ,,,Yes,,,False
1230,No,travel_rarely,,,0, rEsEarCH SCieNTist ,Single,Y,No,Part Time,,Yes
1231,No,travel_rarely,,Medical,0, lABorATORY tEChNIcIAn ,,Y,,Part Time,,0
1232,Yes,travel_rarely,,Technical Degree,0, SaLes REprESENTAtIVE ,Marreid,,No,Part Time,,True
1233,Yes,travel_rarely,,,0, ReSEaRCH scientiSt ,,,Yes,Part Time,,False
1234,No,, Research & Development ,Other,0, LaborAtorY Technician ,Divorced,Y,,Part Time, LaborAtorY Technician  -  Research & Development ,1
1235,No,,,Life Sciences,1, LABoRatoRY TeChnICiAN ,Divorced,Y,,Part Time,,False
1236,Yes,,,Life Sciences,0, lAbORatOrY teCHNIciaN ,Single,,,,,0
1237,No,, Research & Development ,Life Sciences,0, rEseaRCH sCIeNtiSt ,Married,Y,No,Full Time, rEseaRCH sCIeNtiSt  -  Research & Development ,0
1238,No,,,,0, LABORatoRy tECHNICIaN ,,Y,No,,,True
1239,Yes,,,,0, laBORAToRy TechNicIaN ,,,,Part Time,,False
1240,No,non-travel,,Medical,0, healThcaRE REPReSEntAtIVe ,Married,,Yes,Part Time,,True
1241,No,travel_rarely,,,1, MaNaGer ,Divorced,,Yes,Full Time,,Yes
1242,No,,,Life Sciences,0, resEaRCH sCienTISt ,,Y,No,Part Time,,Yes
1243,Yes,,,Medical,0, ReSEARch SciEntiST ,,,,Full Time,,True
1244,No,travel_rarely, Research & Development ,Life Sciences,1, LABOrATOrY TEchnIcIAn ,,,No,, LABOrATOrY TEchnIcIAn  -  Research & Development ,1
1245,No,travel_rarely, Research & Development ,Other,0, ReSeARCh DireCtOr ,,Y,Yes,Part Time, ReSeARCh DireCtOr  -  Research & Development ,0
1246,No,,,,0, sALES ExecUtIve ,Married,,,,,Yes
1247,No,,,Technical Degree,0, salEs REPREsENtaTIve ,Divorced,Y,No,Part Time,,0
1248,No,travel_rarely,,Life Sciences,0, rESEARCh ScIENtIst ,Single,Y,No,Part Time,,Yes
1249,Yes,, Research & Development ,Life Sciences,1, LaBORatORy tEchNiCian ,Single,Y,Yes,, LaBORatORy tEchNiCian  -  Research & Development ,False
1250,No,,,Life Sciences,0, HeALTHCARE REPreSEnTAtIVE ,Divorced,Y,No,Part Time,,0
1251,No,, Research & Development ,,1, laBorATOrY TeChNIcIAn ,Single,Y,No,Part Time, laBorATOrY TeChNIcIAn  -  Research & Development ,False
1252,No,,,Life Sciences,1, reSeARCh scientIST ,,Y,,Part Time,,True
1253,No,,,Life Sciences,1, LAbOrAtorY tEcHNIciaN ,Divorced,,,Full Time,,0
1254,Yes,travel_rarely, Sales ,Marketing,0, sALEs RePREsentaTive ,Single,,Yes,Part Time, sALEs RePREsentaTive  -  Sales ,Yes
1255,No,,,Life Sciences,0, LAboraTOry TeCHniCIan ,,Y,,Part Time,,True
1256,No,,,,1, lAbORatory tECHnICiAn ,Single,,No,Part Time,,0
1257,No,,,,0, ManufAcTUriNG diRECTOR ,Married,Y,No,,,Yes
1258,No,,,,1, rEsearCH SCIeNtIst ,Married,Y,Yes,Part Time,,0
1259,Yes,travel_frequently,,,1, SALES RepRESENTatIvE ,,Y,No,Part Time,,Yes
1260,Yes,travel_rarely,,Life Sciences,0, LABOrAtorY tecHniCiaN ,Single,,,Part Time,,Yes
1261,Yes,travel_rarely,,,0, MAnufACTuRiNG DIReCTOR ,,Y,Yes,Part Time,,True
1262,No,travel_rarely,,,0, ManUfactuRIng diREcTOR ,,,,Full Time,,False
1263,Yes,,,Medical,0, heAlTHcARe rEpResENtatiVE ,Married,,Yes,Full Time,,0
1264,No,, Sales ,Life Sciences,1, mAnageR ,Single,,Yes,Full Time, mAnageR  -  Sales ,False
1265,No,travel_rarely,,Life Sciences,0, ResEaRCh sciENtIST ,Married,,,Part Time,,Yes
1266,No,travel_rarely,,Medical,1, MANagER ,Divorced,,No,Full Time,,False
1267,No,travel_rarely, Research & Development ,Life Sciences,0, rESEArcH SCiEntIst ,Divorced,,,Part Time, rESEArcH SCiEntIst  -  Research & Development ,1
1268,No,,,,0, manAGer ,,,,Full Time,,0
1269,Yes,,,Medical,0, ManufActuriNG DireCtor ,,,No,Full Time,,1
1270,No,,,,0, rESEARCH SCIENtIsT ,Married,,No,Part Time,,True
1271,Yes,travel_rarely,,Life Sciences,0, LABoraToRY TEcHNiciAN ,Single,,,Part Time,,False
1272,No,travel_rarely,,Medical,0, SaleS exeCUtiVE ,Married,Y,No,Full Time,,True
1273,No,travel_rarely, Research & Development ,Medical,0, heAlThcaRe REprESeNTATive ,,Y,No,Part Time, heAlThcaRe REprESeNTATive  -  Research & Development ,True
1274,No,travel_rarely,,Medical,1, SALes EXEcutIvE ,,Y,Yes,Full Time,,0
1275,Yes,travel_frequently,,Life Sciences,0, LABoraToRY TEChnicIan ,,,Yes,Full Time,,Yes
1276,No,,,Technical Degree,0, resEArch ScientiST ,Single,Y,,Part Time,,Yes
1277,Yes,, Research & Development ,,0, LABoratOry TeCHnIcIan ,Single,Y,No,, LABoratOry TeCHnIcIan  -  Research & Development ,1
1278,No,,,Life Sciences,0, lAborAtoRY TEchNIciAn ,Married,,No,Part Time,,True
1279,No,,,,1, sALes rEPrESenTativE ,,Y,No,Part Time,,0
1280,Yes,travel_rarely,,,1, Sales exECutivE ,Married,Y,Yes,,,True
1281,No,travel_rarely, Research & Development ,,1, hEAlthCarE rEpresenTATiVe ,Marreid,Y,No,Part Time, hEAlthCarE rEpresenTATiVe  -  Research & Development ,True
1282,No,travel_frequently,,Medical,0, sales rEpResENtAtIVe ,,,No,Part Time,,False
1283,No,travel_rarely,,,1, rEsEARcH DiRecTOR ,Single,Y,No,Full Time,,0
1284,No,,,,1, lAboRaTORY TECHNIcIAN ,Married,Y,No,Part Time,,True
1285,No,travel_rarely,,Medical,1, mAnAGer ,Married,Y,,Part Time,,Yes
1286,No,travel_rarely, Research & Development ,,0, HealTHcaRE rEPreSEntATive ,,,,Full Time, HealTHcaRE rEPreSEntATive  -  Research & Development ,0
1287,No,non-travel,,Medical,1, sALES ExecuTIve ,,Y,,,,1
1288,Yes,travel_rarely,,Marketing,1, SaLes rEpreSeNTATive ,Single,,,Full Time,,False
1289,No,, Research & Development ,Medical,1, MaNUfActuRInG diREctOr ,Married,,,Part Time, MaNUfActuRInG diREctOr  -  Research & Development ,True
1290,Yes,travel_rarely, Sales ,Life Sciences,1, saLes REPrEsentAtiVE ,Single,Y,,, saLes REPrEsentAtiVE  -  Sales ,0
1291,No,,,Technical Degree,0, sAlES rEpResENTaTivE ,,,,,,Yes
1292,Yes,travel_frequently,,,0, rEsearCh sciEnTISt ,Single,Y,Yes,Part Time,,False
1293,No,travel_rarely,,,0, maNuFACtURINg DirEcToR ,Single,Y,,Part Time,,True
1294,No,travel_rarely,,,1, LAboraTORY TEchNIciAN ,Married,,No,,,1
1295,No,travel_rarely,,,0, lABORatorY TECHNIciAN ,,Y,,Part Time,,False
1296,No,travel_frequently,,,0, lABoRatory teCHniciAN ,Married,Y,Yes,Part Time,,False
1297,Yes,,,Technical Degree,0, humAN ResoUrceS ,Single,Y,No,Part Time,,True
1298,No,travel_rarely,,,0, MaNagER ,divorced,Y,No,Full Time,,Yes
1299,No,travel_rarely,,Medical,1, MAnufactURInG DiREctoR ,,,,Part Time,,True
1300,No,travel_rarely,,Life Sciences,1, lAbORATorY TEchniciAN ,Single,Y,,Part Time,,False
1301,Yes,travel_frequently,,,0, HEaLTHCARe REPresEnTaTiVE ,,Y,No,Part Time,,1
1302,Yes,travel_frequently,,Marketing,0, saLeS REprESENTaTIvE ,,,Yes,Part Time,,0
1303,No,,,Other,0, sALeS ExecuTiVE ,,,No,Part Time,,True
1304,No,,,,0, saLeS eXecUTIVE ,,,,Part Time,,True
1305,Yes,travel_rarely, Research & Development ,,0, LABorAtORy TEchnIciAn ,Single,,Yes,, LABorAtORy TEchnIciAn  -  Research & Development ,Yes
1306,No,,,,1, HEALthCaRe reprEsEnTaTivE ,,,No,,,True
1307,No,,,Other,0, lAbOrAtORy tECHNICIAN ,Married,Y,No,Part Time,,Yes
1308,Yes,travel_frequently,,,0, sALeS RePREsEntaTIVe ,Married,Y,No,Part Time,,True
1309,No,travel_rarely,,Marketing,0, salEs eXeCuTIve ,Married,,,Full Time,,0
1310,No,travel_rarely, Research & Development ,Life Sciences,1, rEsEARcH ScieNTisT ,,,No,Part Time, rEsEARcH ScieNTisT  -  Research & Development ,Yes
1311,No,,,Other,0, REseArcH DireCtOR ,Divorced,Y,,Full Time,,0
1312,No,,,Life Sciences,1, ReseaRcH SCieNTIST ,,,No,Part Time,,1
1313,No,, Sales ,Marketing,0, SalEs eXecuTive ,Divorced,Y,,Part Time, SalEs eXecuTive  -  Sales ,0
1314,No,,,,1, reSeARCH SCIenTiST ,,,No,Part Time,,False
1315,No,, Sales ,Medical,1, SaLeS EXEcUTiVe ,,Y,No,Part Time, SaLeS EXEcUTiVe  -  Sales ,0
1316,Yes,,,Medical,0, rEseaRch sCIenTiST ,Single,,,Part Time,,1
1317,No,non-travel,,,0, LAboRATOry TeCHnician ,Marreid,Y,No,,,0
1318,No,,,Life Sciences,0, rESeArCh sciENTiSt ,Single,Y,No,Part Time,,Yes
1319,No,,,,1, mAnuFacTUrinG dIrECtOR ,Single,,Yes,Part Time,,1
1320,No,,,,0, sAles RePreseNtativE ,Single,Y,No,Part Time,,0
1321,No,,,,1, HEaLthcAre reprESentATiVE ,Divorced,Y,No,Part Time,,True
1322,No,travel_rarely,,Medical,0, ResEarCh ScIenTisT ,Married,,Yes,,,Yes
1323,No,travel_rarely,,Life Sciences,1, manUfACtuRIng DiRECtOR ,,,No,Part Time,,1
1324,Yes,,,Life Sciences,0, LaborAtorY TecHNICIAn ,,,Yes,,,False
1325,No,,,Life Sciences,0, labORAToRy TeCHNicIAN ,Divorced,Y,No,Part Time,,False
1326,Yes,travel_rarely,,Life Sciences,1, LabOrATORy TEchniciAn ,Married,,,Part Time,,1
1327,No,travel_frequently,,Medical,0, lABoratORy tEChnIciaN ,,Y,No,Part Time,,1
1328,No,travel_rarely, Research & Development ,,1, MaNufacTuRINg DirEcTor ,Single,Y,,Part Time, MaNufacTuRINg DirEcTor  -  Research & Development ,1
1329,No,,,,1, rEseaRCH scIeNTIsT ,,,No,Part Time,,True
1330,No,,,Medical,0, reSeARCH ScIENtISt ,Married,,,Part Time,,True
1331,No,,,Marketing,0, SAlEs eXEcUTiVE ,,Y,,Part Time,,True
1332,No,,,Life Sciences,0, lABoraToRy techNICIAn ,Divorced,,No,Part Time,,1
1333,No,travel_rarely,,Marketing,0, SALes eXECuTive ,Married,,,Full Time,,Yes
1334,No,,,,0, saLEs EXEcUtIVE ,Single,,Yes,Part Time,,False
1335,Yes,travel_rarely,,,0, lAbORAtoRy TEChNiCIAN ,,Y,,Part Time,,1
1336,Yes,travel_frequently,,,0, lABorAToRy teCHNIcIaN ,divorced,Y,,Part Time,,True
1337,No,travel_rarely,,,1, MAnUFacTurInG dirEcToR ,Divorced,Y,No,Part Time,,0
1338,Yes,travel_rarely, Research & Development ,Other,1, resEaRcH scIENTiSt ,Single,,No,Part Time, resEaRcH scIENTiSt  -  Research & Development ,False
1339,No,,,Life Sciences,0, lAboRATORy TechNIcIAN ,,Y,No,Part Time,,Yes
1340,No,,,,1, HeALThcAre RePresENTATive ,Divorced,Y,,Full Time,,False
1341,No,,,Medical,0, rEsEARCh ScieNTist ,Married,,,Part Time,,0
1342,No,non-travel,,Life Sciences,1, LaBORatoRy teCHnIciAn ,Married,,No,Part Time,,True
1343,Yes,,,Marketing,0, sAleS rEPrEsENTaTiVE ,Married,Y,Yes,Part Time,,False
1344,No,, Sales ,Marketing,0, SALes eXECuTIvE ,Divorced,,No,Part Time, SALes eXECuTIvE  -  Sales ,1
1345,Yes,,,Other,0, SAles rePREseNTatIVE ,Single,Y,Yes,Part Time,,False
1346,Yes,travel_rarely, Research & Development ,Technical Degree,0, LabORatORy tEChnIcIAn ,Single,Y,,Part Time, LabORatORy tEChnIcIAn  -  Research & Development ,False
1347,No,travel_rarely,,,1, hEaLThcAre repREseNtATIvE ,,,,Part Time,,True
1348,Yes,travel_rarely,,,0, reSearCH ScIeNtiSt ,Single,Y,No,Part Time,,0
1349,Yes,non-travel,,,1, SALES EXecutivE ,Single,,,Full Time,,1
1350,Yes,travel_rarely,,,1, rESEarCh scIenTisT ,Single,,Yes,Part Time,,1
1351,No,travel_rarely,,Life Sciences,1, SAles execUTive ,Single,Y,Yes,,,0
1352,No,,,,0, reSEaRCH scIENTiST ,,,No,Part Time,,True
1353,Yes,,,Medical,1, reseARCH sCiEnTIst ,,,Yes,Part Time,,0
1354,No,,,,0, ManagEr ,,,No,Full Time,,Yes
1355,No,travel_rarely, Research & Development ,,0, LaBorAtOrY teCHNICIAn ,Married,,No,, LaBorAtOrY teCHNICIAn  -  Research & Development ,1
1356,Yes,travel_rarely,,Medical,1, HEaLtHcArE rEPrEseNtAtIVE ,,,No,Part Time,,1
1357,No,,,Life Sciences,0, sAlEs EXecUTIVE ,,,Yes,,,0
1358,Yes,,,,0, labORatorY TEchNiCian ,Divorced,,,Part Time,,True
1359,No,travel_rarely, Sales ,Medical,0, saLEs RePREsentAtiVE ,Married,Y,No,, saLEs RePREsentAtiVE  -  Sales ,1
1360,No,,,,0, sALEs ExECutiVe ,,Y,No,Part Time,,1
1361,Yes,travel_rarely, Research & Development ,,1, laBOrATORY TechNiCiAn ,Single,,No,Part Time, laBOrATORY TechNiCiAn  -  Research & Development ,Yes
1362,Yes,travel_rarely,,,0, resEaRcH scieNtIST ,Married,,,Part Time,,0
1363,No,, Sales ,,1, sALes exECutIVe ,Divorced,,Yes,Part Time, sALes exECutIVe  -  Sales ,0
1364,Yes,, Research & Development ,Medical,0, LabOraToRy technICiAN ,Divorced,,No,, LabOraToRy technICiAN  -  Research & Development ,0
1365,Yes,,,,0, sales EXecUTIvE ,Single,Y,Yes,Part Time,,True
1366,No,,,,0, ResEaRCh sCiEnTIsT ,,Y,No,Part Time,,1
1367,No,travel_rarely,,Marketing,0, SAlEs eXEcUTIVe ,Single,Y,No,Part Time,,Yes
1368,No,,,,0, LAboRaTOrY tEcHNicIaN ,,,,Part Time,,0
1369,Yes,,,,0, laborATOry TechNiCiAN ,Single,,No,Part Time,,Yes
1370,No,,,,0, lABOraToRy TEChNIciaN ,,,Yes,Full Time,,0
1371,No,travel_rarely, Research & Development ,Medical,0, lAborAtORY TeCHNIciAN ,,Y,No,Part Time, lAborAtORY TeCHNIciAN  -  Research & Development ,1
1372,No,, Sales ,,1, SAlES rePrESentaTIVe ,,,,Full Time, SAlES rePrESentaTIVe  -  Sales ,True
1373,Yes,,,Life Sciences,0, reseARcH ScIenTisT ,Married,,Yes,Full Time,,True
1374,No,non-travel,,,0, resEarch SCienTIst ,Single,Y,No,Part Time,,Yes
1375,Yes,non-travel,,Life Sciences,0, rEsEarCh scIEntISt ,,,No,Part Time,,1
1376,No,travel_frequently,,,0, saLes eXEcutIvE ,,,No,Part Time,,False
1377,Yes,,,Life Sciences,1, laboRATOry techNICiAn ,,,,Part Time,,1
1378,No,travel_frequently,,Medical,1, ReSeARCH dIREctOR ,Married,,Yes,,,False
1379,No,, Research & Development ,Medical,0, mANager ,Married,,,Full Time, mANager  -  Research & Development ,True
1380,No,travel_rarely,,Technical Degree,0, labOrATORY tEcHNiCIaN ,Single,Y,,,,True
1381,No,travel_rarely, Research & Development ,,0, HEAlThcARe rEPREseNtATIVe ,,,,Part Time, HEAlThcARe rEPREseNtATIVe  -  Research & Development ,Yes
1382,No,, Research & Development ,Life Sciences,0, REsEArCH dIrECTOr ,Single,,No,, REsEArCH dIrECTOr  -  Research & Development ,True
1383,No,,,Technical Degree,1, rESeaRCH ScientIST ,,,No,Part Time,,True
1384,No,,,Life Sciences,1, reSEArCH sCieNTiST ,Single,Y,,Part Time,,Yes
1385,No,,,,0, rEseARCH sCIeNTisT ,,Y,No,Part Time,,False
1386,Yes,travel_frequently,,,0, saLEs rEpRESEnTAtiVe ,Single,Y,Yes,,,1
1387,No,,,Medical,1, REsearCH sCIeNTIst ,Married,Y,Yes,Part Time,,0
1388,No,travel_frequently,,Medical,1, lABoraTORY tEcHnicIAN ,Single,Y,,Full Time,,False
1389,No,travel_frequently,,Medical,1, manAGEr ,,,,Full Time,,0
1390,No,,,Medical,1, salEs repResEntatiVe ,Married,,,Part Time,,1
1391,No,non-travel,,,1, LaBoRAtORy TEcHnICiAN ,Single,Y,,Part Time,,0
1392,Yes,travel_frequently,,,1, SaLeS RepRESenTatIve ,Single,,No,Part Time,,Yes
1393,Yes,travel_frequently,,Life Sciences,1, sALeS RePReSENtAtiVe ,Single,,,Part Time,,0
1394,Yes,travel_rarely,,Life Sciences,1, RESEaRcH sCientiSt ,,Y,,Part Time,,False
1395,No,travel_rarely,,Life Sciences,0, laBOrAtOry TEChnICiAn ,Married,,,Part Time,,0
1396,Yes,,,,1, laBORatory tecHnIcian ,Single,,Yes,,,1
1397,No,travel_frequently,,Marketing,1, sAlES ExecUTiVE ,Married,,,Part Time,,False
1398,No,, Research & Development ,,0, rESeaRch SCIeNTIST ,,Y,,Part Time, rESeaRch SCIeNTIST  -  Research & Development ,False
1399,No,travel_rarely,,Life Sciences,0, sALES rePReSEntATIvE ,,,No,Part Time,,1
1400,Yes,travel_frequently,,,0, LABorAToRy TecHnicIan ,,,,Part Time,,False
1401,No,,,,1, SaLes rEprESENtatIVe ,Married,Y,,Part Time,,True
1402,Yes,,,Medical,0, LaBORAToRy teChnICiAn ,Single,,No,Part Time,,True
1403,No,travel_rarely,,Life Sciences,0, rESeARch SCIentisT ,,Y,,Part Time,,False
1404,No,,,,0, HeALThCARE rEPRESEnTATIvE ,,Y,,,,Yes
1405,No,travel_rarely,,,1, MAnuFActUring DIrEcToR ,Single,Y,,Part Time,,False
1406,No,,,Medical,0, LAboRAtORy TEcHNIcian ,Married,Y,,Full Time,,True
1407,No,travel_rarely,,,0, ResEArch SCIENTiSt ,Married,,No,Part Time,,0
1408,No,travel_rarely,,,0, LABORAtoRY tEcHniCIAn ,,,No,Part Time,,0
1409,Yes,travel_rarely,,,1, lABoRaTORY tEChniCiAN ,,,,,,1
1410,No,,,Medical,0, ReSEArcH SCIEntisT ,Single,Y,,Full Time,,0
1411,No,travel_rarely,,,1, rESEArcH scienTIST ,,Y,,Part Time,,True
1412,No,travel_rarely,,Life Sciences,1, saLEs EXECUTive ,Single,,No,Full Time,,1
1413,No,,,Marketing,0, MANAgER ,Marreid,Y,Yes,Full Time,,False
1414,No,travel_rarely,,,0, MaNAgEr ,,,No,Full Time,,False
1415,No,,,Life Sciences,0, LAboRatORy TecHNicIaN ,,,No,,,0
1416,No,travel_rarely,,Life Sciences,0, MAnAgER ,,Y,,Full Time,,0
1417,Yes,travel_frequently, Sales ,Medical,1, SALEs REpRESentatIve ,Single,,Yes,Part Time, SALEs REpRESentatIve  -  Sales ,True
1418,No,,,,0, sAles exeCUTIvE ,Divorced,,Yes,Part Time,,True
1419,No,,,Life Sciences,1, Sales exECutive ,,,No,Part Time,,Yes
1420,No,travel_rarely,,,0, SaLES exECutIVE ,Single,,,Part Time,,True
1421,No,travel_rarely,,,1, LaboRAtory TeChnICian ,,,,Full Time,,Yes
